Genes	HepG2_MAX
ENSG00000277352	3.2155
ENSG00000204397	0.64445
ENSG00000233111	0
ENSG00000280874	1.0081
ENSG00000233594	0.18852
ENSG00000004700	57.4308
ENSG00000206927	1.3814
ENSG00000125826	490.5551
ENSG00000144481	1.6402
ENSG00000166261	22.3224
ENSG00000081087	62.9149
ENSG00000101665	21.4274
ENSG00000241216	0
ENSG00000264245	0
ENSG00000236240	0
ENSG00000259389	0
ENSG00000269877	0.19606
ENSG00000178078	36.3531
ENSG00000225636	0
ENSG00000251704	0
ENSG00000262791	1.4242
ENSG00000213694	0.052878
ENSG00000278098	6.7996
ENSG00000215148	0.062317
ENSG00000105655	19.3312
ENSG00000186479	0.011555
ENSG00000270413	0
ENSG00000267374	3.3981
ENSG00000244345	0.5853
ENSG00000205683	0.99583
ENSG00000125877	98.8684
ENSG00000151025	0.18158
ENSG00000212529	1.6964
ENSG00000204424	0
ENSG00000200587	2.964
ENSG00000280901	0
ENSG00000233621	0.95145
ENSG00000277862	0
ENSG00000221799	2.67
ENSG00000254833	1.1162
ENSG00000270896	0
ENSG00000175161	0.18588
ENSG00000153179	30.5499
ENSG00000146090	0.24235
ENSG00000105223	43.3676
ENSG00000125445	115.7728
ENSG00000119865	0.099769
ENSG00000019186	304.239
ENSG00000275479	5.9237
ENSG00000231238	0.075295
ENSG00000226262	0.026874
ENSG00000259416	1.4456
ENSG00000273542	0
ENSG00000252330	0
ENSG00000140299	100.1449
ENSG00000259899	0.68691
ENSG00000269904	0.097147
ENSG00000257962	0.53013
ENSG00000178971	25.0064
ENSG00000236750	0
ENSG00000278125	0
ENSG00000271159	0.95271
ENSG00000213721	0
ENSG00000266183	0
ENSG00000165406	24.4945
ENSG00000173811	0.39467
ENSG00000267401	5.5063
ENSG00000281647	10.3318
ENSG00000234367	1.6164
ENSG00000197110	0
ENSG00000174738	19.9643
ENSG00000232430	0
ENSG00000167771	12.7477
ENSG00000270923	4.3262
ENSG00000163848	21.1045
ENSG00000121897	24.1705
ENSG00000237013	0
ENSG00000230047	0.3604
ENSG00000167447	35.4844
ENSG00000225071	0.7664
ENSG00000229391	0.212
ENSG00000226409	0.085888
ENSG00000275506	3.2782
ENSG00000249438	0.039921
ENSG00000265018	1.2911
ENSG00000221826	0.26311
ENSG00000259926	0.23648
ENSG00000224955	0
ENSG00000127054	82.8523
ENSG00000165457	0.22051
ENSG00000240535	4.6691
ENSG00000266210	3.7525
ENSG00000278635	10.4898
ENSG00000255606	0
ENSG00000233176	0
ENSG00000199168	2.1298
ENSG00000266693	0.061734
ENSG00000222452	0.51431
ENSG00000243664	0
ENSG00000211848	0
ENSG00000117984	249.6314
ENSG00000220069	0
ENSG00000253103	6.7533
ENSG00000172208	0
ENSG00000274315	1.321
ENSG00000227035	0
ENSG00000165025	0.03203
ENSG00000163467	3.8476
ENSG00000104419	329.3819
ENSG00000232940	5.7774
ENSG00000215093	0.19648
ENSG00000237523	3.3474
ENSG00000258735	0.50436
ENSG00000274798	0
ENSG00000272861	3.2043
ENSG00000163961	21.973
ENSG00000226919	0
ENSG00000225581	0
ENSG00000204006	0.24884
ENSG00000261208	0
ENSG00000185247	0
ENSG00000282300	0
ENSG00000207135	0
ENSG00000223198	2.8289
ENSG00000256232	0.16663
ENSG00000200169	7.2557
ENSG00000277444	0
ENSG00000221261	4.0372
ENSG00000254898	0.53163
ENSG00000198380	207.9072
ENSG00000280966	0
ENSG00000266720	0.5748
ENSG00000182330	0
ENSG00000233686	0
ENSG00000233203	8.7673
ENSG00000106028	355.3183
ENSG00000166845	9.4087
ENSG00000124786	15.9468
ENSG00000236332	0
ENSG00000262400	0
ENSG00000213347	3.4401
ENSG00000215120	0.039907
ENSG00000201361	0
ENSG00000165076	0.23474
ENSG00000252395	0
ENSG00000274825	1.7734
ENSG00000248757	0.21143
ENSG00000225728	0
ENSG00000259361	0.074856
ENSG00000246820	0.044585
ENSG00000260017	2.0397
ENSG00000213786	0
ENSG00000238269	2.5939
ENSG00000037241	96.894
ENSG00000255041	0
ENSG00000104886	64.6461
ENSG00000267466	0.068164
ENSG00000204498	8.074
ENSG00000244437	0
ENSG00000270505	0
ENSG00000223225	4.7825
ENSG00000279408	0
ENSG00000281592	1.6418
ENSG00000185298	52.9375
ENSG00000103111	40.1266
ENSG00000151117	0.21175
ENSG00000146674	61.0105
ENSG00000204516	16.8473
ENSG00000123595	42.8222
ENSG00000207645	0
ENSG00000270988	0
ENSG00000277954	0.042536
ENSG00000254925	0
ENSG00000221771	17.4559
ENSG00000233713	0.74545
ENSG00000228857	2.0612
ENSG00000242983	0.05598
ENSG00000199705	0
ENSG00000168454	0.10619
ENSG00000177275	0
ENSG00000263146	0
ENSG00000258170	0.68207
ENSG00000259508	0.92685
ENSG00000187763	0.066193
ENSG00000252422	0
ENSG00000273634	0
ENSG00000212595	0
ENSG00000240480	0
ENSG00000261692	1.2089
ENSG00000241818	3.0013
ENSG00000203325	2.0433
ENSG00000152404	18.5189
ENSG00000236842	2.6358
ENSG00000179344	0.17799
ENSG00000278217	0
ENSG00000257005	0
ENSG00000229000	0.085813
ENSG00000217178	0
ENSG00000271131	0
ENSG00000266275	16.5129
ENSG00000188676	0.099811
ENSG00000238270	0
ENSG00000250039	0.88667
ENSG00000281739	1.5646
ENSG00000234459	12.7952
ENSG00000177354	0.012235
ENSG00000232522	0
ENSG00000227666	10.8884
ENSG00000059145	6.0442
ENSG00000276763	1.1212
ENSG00000255551	0
ENSG00000048052	2.2852
ENSG00000200706	0
ENSG00000071082	2204.2
ENSG00000186572	0
ENSG00000253168	1.1997
ENSG00000198997	3.7077
ENSG00000248192	0
ENSG00000156709	71.1703
ENSG00000130675	7.8839
ENSG00000225163	1.3935
ENSG00000240627	0.2657
ENSG00000159173	2.3864
ENSG00000235651	0.47561
ENSG00000279892	0
ENSG00000149418	1.1578
ENSG00000116748	0.024348
ENSG00000237588	0.099373
ENSG00000214559	1.2432
ENSG00000197576	12.7068
ENSG00000200680	0
ENSG00000258680	0
ENSG00000112062	64.6199
ENSG00000095787	183.8791
ENSG00000094631	56.8935
ENSG00000228292	1.3716
ENSG00000125648	35.7744
ENSG00000233268	0
ENSG00000278727	0.31745
ENSG00000222544	2.4424
ENSG00000173465	30.9504
ENSG00000266302	0.025214
ENSG00000124721	0.007045
ENSG00000259992	0
ENSG00000248339	0.18163
ENSG00000269431	0.28369
ENSG00000234460	0.24101
ENSG00000236397	0.84162
ENSG00000188295	10.1498
ENSG00000213368	0
ENSG00000223856	0
ENSG00000272953	0.50845
ENSG00000230649	0
ENSG00000251741	0
ENSG00000258827	0.2547
ENSG00000165507	174.1707
ENSG00000092439	29.2478
ENSG00000267048	4.7509
ENSG00000239043	26.2129
ENSG00000232077	0.30506
ENSG00000207227	0
ENSG00000244382	0
ENSG00000270450	0
ENSG00000198964	19.4058
ENSG00000130294	0.62236
ENSG00000249531	0.071869
ENSG00000179240	5.8338
ENSG00000135482	1.5546
ENSG00000228439	2.6855
ENSG00000231841	0.27412
ENSG00000280009	0
ENSG00000233778	0
ENSG00000275033	0
ENSG00000268240	0.25358
ENSG00000252004	5.0057
ENSG00000226985	0.48418
ENSG00000264429	0
ENSG00000254870	182.513
ENSG00000273699	0
ENSG00000259453	0.43622
ENSG00000252487	3.5385
ENSG00000224482	0
ENSG00000120539	21.5613
ENSG00000269941	0
ENSG00000250550	0
ENSG00000260109	0
ENSG00000236424	0.04432
ENSG00000281201	12.2331
ENSG00000229065	1.1437
ENSG00000222099	0
ENSG00000255133	0
ENSG00000271196	0
ENSG00000211941	0
ENSG00000073605	53.5161
ENSG00000232104	1.0798
ENSG00000245694	0
ENSG00000267558	0
ENSG00000146233	6.6885
ENSG00000232587	0.1742
ENSG00000265621	0
ENSG00000281684	5.3792
ENSG00000253799	0.22185
ENSG00000230650	0.053195
ENSG00000233805	0
ENSG00000228949	0.14771
ENSG00000239553	1.6823
ENSG00000100368	0.009702
ENSG00000144130	4.3754
ENSG00000128645	2.9635
ENSG00000202199	0
ENSG00000279474	0.024326
ENSG00000251296	0
ENSG00000258262	0
ENSG00000223291	0
ENSG00000252514	0
ENSG00000224629	14.1683
ENSG00000219653	0
ENSG00000240572	0
ENSG00000080947	2.5205
ENSG00000187855	0.021567
ENSG00000143499	67.0558
ENSG00000171643	0.44554
ENSG00000143614	25.7416
ENSG00000268750	1.9215
ENSG00000222126	0
ENSG00000210184	89.9678
ENSG00000005961	2.4886
ENSG00000238362	2.5383
ENSG00000280493	0
ENSG00000260619	0.1458
ENSG00000120158	507.2292
ENSG00000231396	0
ENSG00000243338	0.54829
ENSG00000232614	0
ENSG00000188828	0.10031
ENSG00000227758	7.6766
ENSG00000276855	0.11089
ENSG00000248850	0
ENSG00000183535	0.086227
ENSG00000241884	3.4682
ENSG00000221955	2.6471
ENSG00000108474	53.2901
ENSG00000082556	0.21838
ENSG00000186132	8.5465
ENSG00000279501	42.8601
ENSG00000251323	2.1336
ENSG00000260593	0.38144
ENSG00000263748	0
ENSG00000235743	0
ENSG00000261811	0
ENSG00000121211	48.3967
ENSG00000114204	0.043132
ENSG00000256955	1.2086
ENSG00000225255	0.6871
ENSG00000265176	0
ENSG00000161132	0.087295
ENSG00000231423	0
ENSG00000275664	0.753
ENSG00000112214	0.026658
ENSG00000254452	0.2079
ENSG00000278819	0.47262
ENSG00000266877	0.60583
ENSG00000171262	35.9709
ENSG00000241911	0
ENSG00000228384	1.0882
ENSG00000177989	3.0323
ENSG00000123104	53.5436
ENSG00000139154	53.8926
ENSG00000252069	0
ENSG00000275098	3.1426
ENSG00000259035	0.14131
ENSG00000008294	244.3754
ENSG00000224064	0
ENSG00000264940	0
ENSG00000236489	1.905
ENSG00000127589	0.29844
ENSG00000260620	3.7464
ENSG00000132436	15.1937
ENSG00000258919	6.0578
ENSG00000209702	3.9728
ENSG00000223948	0
ENSG00000250132	4.7989
ENSG00000125652	10.8652
ENSG00000161939	1.0289
ENSG00000103365	183.6028
ENSG00000265203	0.012849
ENSG00000276290	0
ENSG00000253261	0
ENSG00000137804	125.6807
ENSG00000227193	0.10231
ENSG00000207319	0
ENSG00000277628	11.382
ENSG00000228411	0.14767
ENSG00000265686	0
ENSG00000255198	3.1547
ENSG00000174640	0.28675
ENSG00000249623	0
ENSG00000270542	1.1748
ENSG00000221445	2.2766
ENSG00000242657	0.99429
ENSG00000102057	3.2006
ENSG00000197779	6.8936
ENSG00000167390	0
ENSG00000006715	36.9599
ENSG00000182854	0.072622
ENSG00000082175	0
ENSG00000266904	4.2843
ENSG00000205865	1.6487
ENSG00000261366	0.61015
ENSG00000226028	0.1488
ENSG00000235298	11.9342
ENSG00000089101	0.52218
ENSG00000236516	0.38961
ENSG00000231933	0.12354
ENSG00000224574	0.87606
ENSG00000201545	2.1285
ENSG00000278820	3.5819
ENSG00000110042	9.7572
ENSG00000166225	15.8463
ENSG00000250642	0.2564
ENSG00000280075	0
ENSG00000161558	6.8414
ENSG00000176681	3.1482
ENSG00000255225	0
ENSG00000271288	0
ENSG00000227220	0.31354
ENSG00000281776	9.4173
ENSG00000216616	0
ENSG00000232679	0.84993
ENSG00000265713	0.28919
ENSG00000274983	10.0557
ENSG00000181097	0.86054
ENSG00000253771	0.64193
ENSG00000235325	0
ENSG00000251388	0
ENSG00000258354	0.069176
ENSG00000223383	0
ENSG00000272480	0.27491
ENSG00000273818	0
ENSG00000268842	0
ENSG00000004776	0.27652
ENSG00000172016	0.1913
ENSG00000198551	13.6486
ENSG00000233871	3.4759
ENSG00000115211	90.3371
ENSG00000170458	1.1967
ENSG00000102763	13.3605
ENSG00000254034	3.0858
ENSG00000277063	0
ENSG00000280102	3.455
ENSG00000175826	148.9743
ENSG00000271315	0
ENSG00000266459	1.0178
ENSG00000099821	69.3418
ENSG00000162415	13.2283
ENSG00000252580	3.1368
ENSG00000206638	2.3514
ENSG00000205916	0.034587
ENSG00000204701	0.25921
ENSG00000178996	5.594
ENSG00000248942	0
ENSG00000264522	21.1247
ENSG00000232706	0.12634
ENSG00000227730	0.49442
ENSG00000113318	10.2959
ENSG00000164733	1314.064
ENSG00000176268	1.6527
ENSG00000250197	1.4802
ENSG00000269588	0
ENSG00000202318	1.8103
ENSG00000272627	0.70375
ENSG00000225347	0.34815
ENSG00000223410	0
ENSG00000267651	0.17534
ENSG00000260685	0.41602
ENSG00000186716	19.9766
ENSG00000070770	140.2744
ENSG00000197360	0.35712
ENSG00000207830	0
ENSG00000223893	0
ENSG00000270124	0.50701
ENSG00000265268	18.2137
ENSG00000239080	4.9572
ENSG00000244056	2.7763
ENSG00000228476	0
ENSG00000254544	0
ENSG00000249688	0
ENSG00000231515	0.53413
ENSG00000275756	0.28004
ENSG00000100139	46.1478
ENSG00000213047	6.2626
ENSG00000131885	0.119
ENSG00000015532	13.8099
ENSG00000196090	0.14509
ENSG00000238964	3.6082
ENSG00000015285	0.82166
ENSG00000113272	18.0598
ENSG00000273253	0.36748
ENSG00000203993	6.2797
ENSG00000269615	0
ENSG00000118640	82.4756
ENSG00000278885	0
ENSG00000213432	0.16643
ENSG00000234644	0
ENSG00000175445	0
ENSG00000162997	2.8288
ENSG00000223920	0.094571
ENSG00000172458	10.8992
ENSG00000239227	0
ENSG00000281358	0.18151
ENSG00000135052	12.8886
ENSG00000188694	0
ENSG00000228503	0.37527
ENSG00000221537	6.6268
ENSG00000265778	9.378
ENSG00000263841	0.9533
ENSG00000110700	1765.0863
ENSG00000127540	54.7168
ENSG00000123739	51.5675
ENSG00000033050	78.8354
ENSG00000066136	42.8512
ENSG00000237773	1.5708
ENSG00000261458	0
ENSG00000240246	0
ENSG00000212241	0
ENSG00000186191	0
ENSG00000198133	0.71111
ENSG00000100600	41.082
ENSG00000256482	1.2101
ENSG00000236608	0.051414
ENSG00000214178	0
ENSG00000249715	1.0723
ENSG00000163162	137.1575
ENSG00000257700	0
ENSG00000166164	162.6567
ENSG00000278912	1.7238
ENSG00000266970	0.25781
ENSG00000250734	0.32356
ENSG00000224666	0
ENSG00000138430	369.5956
ENSG00000280167	0
ENSG00000254099	2.7715
ENSG00000275191	1.3517
ENSG00000276529	8.0991
ENSG00000007341	21.1373
ENSG00000255317	0
ENSG00000136872	1.6413
ENSG00000227312	1.3805
ENSG00000216708	0
ENSG00000157021	0
ENSG00000132639	0.50171
ENSG00000230834	0.36719
ENSG00000227795	0
ENSG00000121749	62.4918
ENSG00000116016	149.8519
ENSG00000264587	0.20003
ENSG00000159579	129.6165
ENSG00000229249	1.3236
ENSG00000179934	0.088867
ENSG00000274026	22.6075
ENSG00000269050	0.78917
ENSG00000258446	3.6649
ENSG00000279658	0.36896
ENSG00000134882	72.7904
ENSG00000202263	2.134
ENSG00000158220	5.2936
ENSG00000223475	0.168
ENSG00000272572	0.30086
ENSG00000188155	0.076933
ENSG00000198643	0
ENSG00000233963	0.078829
ENSG00000167984	0.23341
ENSG00000207895	0
ENSG00000165309	0.92531
ENSG00000270189	6.0341
ENSG00000277155	0
ENSG00000228058	0
ENSG00000140612	282.3013
ENSG00000151502	20.5747
ENSG00000167552	30.4779
ENSG00000249150	0
ENSG00000136238	241.8796
ENSG00000007392	65.3193
ENSG00000264614	0
ENSG00000217334	0
ENSG00000243402	0.1637
ENSG00000254126	0
ENSG00000231460	0
ENSG00000163319	100.5546
ENSG00000134248	132.2808
ENSG00000176884	0.70301
ENSG00000143772	0.14046
ENSG00000250289	0
ENSG00000147381	0.081758
ENSG00000123358	15.2766
ENSG00000213014	0.22941
ENSG00000271381	0
ENSG00000272719	0.18968
ENSG00000223502	0.56076
ENSG00000260777	0.78794
ENSG00000225439	8.9704
ENSG00000056736	76.5629
ENSG00000207922	0
ENSG00000223985	0
ENSG00000011132	13.6585
ENSG00000267743	0.27813
ENSG00000087111	45.0433
ENSG00000184345	0
ENSG00000235927	0.35756
ENSG00000265240	0
ENSG00000280704	3.6487
ENSG00000254636	0.090632
ENSG00000228568	0.39773
ENSG00000226631	0.02768
ENSG00000145391	18.8807
ENSG00000101197	7.6521
ENSG00000279093	4.0396
ENSG00000166948	0
ENSG00000171804	0.011661
ENSG00000151553	17.1605
ENSG00000259219	0.23572
ENSG00000017427	0.23495
ENSG00000250316	0
ENSG00000231607	25.1117
ENSG00000269707	0
ENSG00000183154	0.63292
ENSG00000278977	0
ENSG00000087365	313.4966
ENSG00000229760	0
ENSG00000186919	2.3904
ENSG00000273345	0.68814
ENSG00000199390	3.6446
ENSG00000135636	5.2622
ENSG00000260804	6.1697
ENSG00000106565	0
ENSG00000234736	0
ENSG00000218107	0
ENSG00000276474	0.13535
ENSG00000232233	0.42877
ENSG00000170613	0
ENSG00000253445	0.58175
ENSG00000220291	0
ENSG00000239319	1.6449
ENSG00000250799	26.8164
ENSG00000249807	0.57151
ENSG00000126787	56.5384
ENSG00000221629	0
ENSG00000230899	0.41296
ENSG00000263933	0
ENSG00000168306	38.7064
ENSG00000106133	2.5356
ENSG00000251991	8.2426
ENSG00000165181	0.19712
ENSG00000188786	6.5724
ENSG00000258028	0.24342
ENSG00000163254	0.45055
ENSG00000279120	1.4812
ENSG00000198225	0.11434
ENSG00000166748	0
ENSG00000180535	5.783
ENSG00000162946	6.4358
ENSG00000123870	4.6484
ENSG00000143199	0.24616
ENSG00000268516	2.3715
ENSG00000272154	0.97781
ENSG00000212333	3.1277
ENSG00000261430	0.89378
ENSG00000200391	4.5462
ENSG00000096092	62.9979
ENSG00000224758	0
ENSG00000109511	0.34092
ENSG00000021852	13.976
ENSG00000222821	4.3571
ENSG00000250826	0
ENSG00000240338	0.49977
ENSG00000280259	0
ENSG00000266013	2.4018
ENSG00000256574	0.050801
ENSG00000255409	1.0995
ENSG00000227404	0
ENSG00000264679	0
ENSG00000239829	0
ENSG00000032742	20.3232
ENSG00000230926	0
ENSG00000227887	0
ENSG00000253955	0.15859
ENSG00000176871	97.0195
ENSG00000274118	0
ENSG00000234171	19.128
ENSG00000063854	53.0731
ENSG00000279630	0
ENSG00000272664	0
ENSG00000225950	0
ENSG00000172731	34.7556
ENSG00000186310	0.23842
ENSG00000207987	0
ENSG00000258538	0.38127
ENSG00000277247	66.485
ENSG00000246596	0.43523
ENSG00000115084	187.6671
ENSG00000213079	70.2595
ENSG00000275310	0
ENSG00000183621	1.7201
ENSG00000160072	24.507
ENSG00000112164	0.018692
ENSG00000242276	0.06953
ENSG00000228030	0.20873
ENSG00000275793	0.48777
ENSG00000252764	0
ENSG00000264706	0
ENSG00000231552	0.055741
ENSG00000259730	0
ENSG00000233006	4.2309
ENSG00000075239	105.3844
ENSG00000249242	0.72059
ENSG00000175699	0.40408
ENSG00000153487	7.6986
ENSG00000215972	8.8672
ENSG00000226696	5.1518
ENSG00000227914	0.30384
ENSG00000220948	0
ENSG00000250261	0.050467
ENSG00000201164	4.0949
ENSG00000118894	24.7238
ENSG00000203667	49.0682
ENSG00000260869	0
ENSG00000239830	0.33898
ENSG00000206796	0
ENSG00000255893	12.0074
ENSG00000281961	0
ENSG00000211652	0
ENSG00000172782	0.93265
ENSG00000175267	0.31386
ENSG00000276056	7.5744
ENSG00000181282	0
ENSG00000270308	0
ENSG00000104689	25.7781
ENSG00000265332	0.9711
ENSG00000203799	18.8801
ENSG00000230361	0
ENSG00000113734	38.6295
ENSG00000232298	0.074349
ENSG00000253390	1.5231
ENSG00000184599	0.12794
ENSG00000254728	0
ENSG00000204293	0
ENSG00000275820	0
ENSG00000249752	0
ENSG00000226723	0.099981
ENSG00000235993	0
ENSG00000167755	0.71197
ENSG00000261012	11.1384
ENSG00000239264	446.0659
ENSG00000173917	0
ENSG00000155096	151.1853
ENSG00000273437	1.2524
ENSG00000178645	0.15764
ENSG00000212398	4.2182
ENSG00000109181	87.2946
ENSG00000271500	0.16607
ENSG00000224220	0.26937
ENSG00000268461	0
ENSG00000271983	1.6567
ENSG00000199482	0
ENSG00000255920	0.20367
ENSG00000090554	1.8442
ENSG00000114026	18.995
ENSG00000229852	0.57062
ENSG00000266078	0
ENSG00000238073	0
ENSG00000264141	0
ENSG00000259285	0
ENSG00000131966	65.6584
ENSG00000183246	0.077032
ENSG00000243049	0.90354
ENSG00000276566	0
ENSG00000234828	0.88038
ENSG00000225532	18.1424
ENSG00000253537	0.15226
ENSG00000241595	0
ENSG00000232325	0
ENSG00000213590	0.51955
ENSG00000142856	47.5993
ENSG00000230871	0
ENSG00000078668	184.6739
ENSG00000251034	0.33087
ENSG00000279212	0.24715
ENSG00000237957	0
ENSG00000218173	0
ENSG00000197099	6.8917
ENSG00000235454	0.62608
ENSG00000279695	0
ENSG00000212425	0
ENSG00000207569	0
ENSG00000221695	0
ENSG00000200483	4.3998
ENSG00000228661	0.68174
ENSG00000267270	11.2078
ENSG00000201701	0
ENSG00000183291	452.705
ENSG00000261522	3.4046
ENSG00000270792	0.80282
ENSG00000266105	0.13146
ENSG00000148719	29.4181
ENSG00000100473	78.1822
ENSG00000181939	0
ENSG00000254163	0.18473
ENSG00000231134	0
ENSG00000226278	1.9292
ENSG00000280231	1.3129
ENSG00000241622	0.33977
ENSG00000148516	42.9367
ENSG00000174460	0.11279
ENSG00000101608	462.3154
ENSG00000234263	0
ENSG00000260331	0.52342
ENSG00000255475	0
ENSG00000279722	0.88506
ENSG00000267780	0.15747
ENSG00000212935	0
ENSG00000047597	0.010451
ENSG00000198054	2.3518
ENSG00000275402	0
ENSG00000221156	6.675
ENSG00000249334	0
ENSG00000263460	0
ENSG00000168509	0.38428
ENSG00000136521	106.2258
ENSG00000252856	0
ENSG00000182004	235.2938
ENSG00000224851	0
ENSG00000259822	0
ENSG00000182565	0
ENSG00000008988	1353.4426
ENSG00000273019	1.6201
ENSG00000089177	26.909
ENSG00000261077	0
ENSG00000233072	0.61956
ENSG00000159228	27.8448
ENSG00000271565	0
ENSG00000222468	0
ENSG00000229434	0
ENSG00000278531	0
ENSG00000267927	0.58831
ENSG00000243560	0.8008
ENSG00000188340	0
ENSG00000268043	14.2967
ENSG00000206888	6.5314
ENSG00000239922	0.019173
ENSG00000158301	1.2549
ENSG00000188984	0.074631
ENSG00000196704	116.2106
ENSG00000276148	1.8984
ENSG00000248143	0
ENSG00000065615	15.1366
ENSG00000237539	0
ENSG00000177736	0.147
ENSG00000116350	83.7237
ENSG00000274694	0
ENSG00000181374	0
ENSG00000251665	0.55825
ENSG00000258631	0.23614
ENSG00000232956	0.18879
ENSG00000275912	2.648
ENSG00000100300	1.2641
ENSG00000263970	1.3195
ENSG00000165643	0.24097
ENSG00000261104	0.21782
ENSG00000256248	1.1052
ENSG00000165794	0.17668
ENSG00000279277	0
ENSG00000141873	61.1373
ENSG00000200065	0
ENSG00000277340	0
ENSG00000207031	30.7129
ENSG00000251099	0
ENSG00000212007	0
ENSG00000235036	2.946
ENSG00000176533	6.4452
ENSG00000230453	9.1655
ENSG00000266736	0
ENSG00000261587	0.70355
ENSG00000254794	0
ENSG00000206915	0
ENSG00000150750	0.11103
ENSG00000199574	0
ENSG00000104808	0.55159
ENSG00000176101	18.3553
ENSG00000229944	8.1055
ENSG00000106236	0.018699
ENSG00000264233	0
ENSG00000259377	0
ENSG00000280296	0.24139
ENSG00000241204	0.24101
ENSG00000238165	0.87418
ENSG00000252291	0
ENSG00000257949	13.1587
ENSG00000152763	4.3549
ENSG00000231199	0.27037
ENSG00000253629	0
ENSG00000225624	0
ENSG00000274721	0
ENSG00000262899	0.43087
ENSG00000172985	0.23289
ENSG00000134121	0.039578
ENSG00000202029	0
ENSG00000279304	0.47974
ENSG00000196323	34.1595
ENSG00000188850	1.3543
ENSG00000218265	0.085038
ENSG00000251126	0
ENSG00000272338	4.6078
ENSG00000232391	0.98702
ENSG00000282826	82.2364
ENSG00000212517	5.083
ENSG00000261614	0
ENSG00000233729	4.8534
ENSG00000200575	3.2457
ENSG00000228753	0.053177
ENSG00000254821	0.2492
ENSG00000173926	7.6638
ENSG00000184530	4.4793
ENSG00000199601	0
ENSG00000214900	2.9124
ENSG00000280323	0.23879
ENSG00000275467	0.40853
ENSG00000252438	0
ENSG00000231226	2.5406
ENSG00000063244	156.1597
ENSG00000213533	13.5021
ENSG00000273530	0
ENSG00000226250	0.14184
ENSG00000236858	0.042082
ENSG00000188811	25.2508
ENSG00000259887	2.9952
ENSG00000259404	0.50764
ENSG00000250984	0
ENSG00000121068	9.6329
ENSG00000257950	0.99838
ENSG00000278113	0
ENSG00000266171	1.4096
ENSG00000181885	0.50193
ENSG00000175931	36.2496
ENSG00000278596	0
ENSG00000260423	1.1801
ENSG00000234355	0
ENSG00000279814	0.15875
ENSG00000272848	0.60795
ENSG00000267509	0
ENSG00000270911	0.040856
ENSG00000281069	0
ENSG00000185052	0.013317
ENSG00000169567	361.2532
ENSG00000253064	2.3973
ENSG00000142627	128.2259
ENSG00000204252	0.29443
ENSG00000230035	0
ENSG00000249426	0.20509
ENSG00000274276	1.8975
ENSG00000130810	45.0103
ENSG00000258696	0
ENSG00000118096	14.444
ENSG00000167193	104.217
ENSG00000252948	8.5915
ENSG00000237001	1.6423
ENSG00000259914	0
ENSG00000224943	0
ENSG00000180720	0.54213
ENSG00000214455	5.9175
ENSG00000237484	0.94053
ENSG00000135336	44.9803
ENSG00000201348	2.4051
ENSG00000271657	0
ENSG00000196390	0.094642
ENSG00000162757	0.87731
ENSG00000222440	0
ENSG00000162849	4.7314
ENSG00000229526	0
ENSG00000256193	0.30477
ENSG00000211836	0
ENSG00000197728	312.5434
ENSG00000241269	0.27848
ENSG00000274303	2.2992
ENSG00000227023	0
ENSG00000264298	15.7759
ENSG00000127824	14.5722
ENSG00000176490	4.2731
ENSG00000214719	14.5879
ENSG00000225689	1.8373
ENSG00000131788	7.4966
ENSG00000258723	0
ENSG00000072195	0.90648
ENSG00000165886	4.6256
ENSG00000251757	0
ENSG00000248235	1.3605
ENSG00000175325	0
ENSG00000149823	46.9567
ENSG00000158296	110.0105
ENSG00000281070	5.6127
ENSG00000116731	16.0156
ENSG00000125834	29.1925
ENSG00000053108	9.3939
ENSG00000198920	19.7449
ENSG00000235128	0.24702
ENSG00000279369	0.20076
ENSG00000186049	0
ENSG00000244398	0
ENSG00000207123	1.5797
ENSG00000256220	0
ENSG00000265490	3.0968
ENSG00000266828	1.3498
ENSG00000027847	12.5139
ENSG00000280954	5.5872
ENSG00000254886	0
ENSGR0000228572	0.29631
ENSG00000233674	0.70716
ENSG00000199666	0
ENSG00000140688	51.4603
ENSG00000238257	0
ENSG00000259469	1.0911
ENSG00000164695	27.8068
ENSG00000252383	5.8975
ENSG00000273595	0
ENSG00000225716	0
ENSG00000274813	8.0329
ENSG00000236320	0.020216
ENSG00000248745	0
ENSG00000203286	1.7569
ENSG00000106328	0.23507
ENSG00000100092	13.1213
ENSG00000213774	0
ENSG00000269957	0
ENSG00000172680	0
ENSG00000260488	0.30444
ENSG00000214338	0.79287
ENSG00000070413	32.6138
ENSG00000218357	0
ENSG00000244425	5.2529
ENSG00000212609	0
ENSG00000260005	1.4023
ENSG00000271092	4.5791
ENSG00000125885	37.2382
ENSG00000171368	0.18553
ENSG00000277942	2.9011
ENSG00000254913	0.54181
ENSG00000270976	0
ENSG00000207633	0
ENSG00000267454	2.2259
ENSG00000233701	0.034864
ENSG00000249008	0.27946
ENSG00000221879	0
ENSG00000197381	26.7103
ENSG00000242971	3.1146
ENSG00000280415	0
ENSG00000275559	1.8283
ENSG00000120725	70.0248
ENSG00000252410	2.0107
ENSG00000226342	0
ENSG00000261680	0
ENSG00000164077	5.4078
ENSG00000153187	602.7255
ENSG00000259979	0
ENSG00000251192	7.1374
ENSG00000180785	0
ENSG00000104901	0.63607
ENSG00000250027	2.2542
ENSG00000278205	0
ENSG00000271239	0
ENSG00000213801	6.994
ENSG00000222022	0.15088
ENSG00000151615	0
