"Gene.name"	"SRR2153294"	"SRR2153296"	"SRR2153298"	"SRR2153300"	"SRR2153302"	"SRR2153304"	"SRR2153306"	"SRR2153308"	"SRR2153310"	"SRR2153312"	"SRR2153314"	"SRR2153316"	"SRR2153318"	"SRR2153319"	"SRR2153321"
"Mmp25"	3.41098	0	0	3.41098	0	3.41098	0	0	0	3.41098	0	0	0	0	0
"Mmp27"	35	25.99997	38	16	24.99997054	24	10.000002414	24	29	10.000004	3	24	14	7.00000329186	26
"Mmp28"	8	6.54681	5.52676	7	14.99996	4.000002	2.61872	6	5.04959	2	11.59558	5	2.63372	9.16553	1
"Mmp3"	0	0	0	0	1	1	1	2	0	0	0	1	2	0	2
"Mmp7"	6	13	4	1	10	3	13	3	2	3	11	4	9	4	10
"Mmp8"	2	1	0	0	2	1	1	0	2	0	0	1	1	0	0
"Mmp9"	10	11.0431	6.62588	7.78212	16	5.52156	1.46146	14	13.1532	1	2.92293	6.62588	9.93881	1.10431	5.08659
"Mmrn1"	5	10	12.99997	6	12	9.77719	8	8	14	12	10	5	7	1.775067	4.000001
"Mmrn2"	318.921	294.75	241.21343	236.397527	255.0307	245.14877	200.64	233.169	224.60294	177.8406	176.901	229.09903	310.5378	239.303	166.474
"Mms19"	180.65802	3.759649	100.239	95.9172	156.0065	166.6656	263.7279	11.207	48.4219000126279	5.7983454077	51.41155543	90.3746	174.2234	115.144800079646	182.5707594
"Mms22l"	29.755915	20.25743046	20.1685	40.61728	20.6942880299202	12.6238159204	9	19.0011	13.93143101727	8.68735	19.0012	17.0007	28.74655	3.05051	1.38419
"Mmut"	3862.9974	4862.9954	3342.9832	2826.993	3462.995	2976.6677	2340.9899	3443.9965	2902.99903	2676.9943	2539.6621248	3165.962	3997.9711	2832.0015	2057.9844
"Mn1"	167.025	163.064	156.233	165.052	173.289	111.667	132.289	159.404	145.029	104.028	116.635	216.539	120.098	124.055	86.1501
"Mnat1"	38.03541	46.0974	38.4145	23.0487	41.8552	33.56952	33.38664	23.0487	17.2865	24.9694	9.60363	21.128	31.49533	16.05717	35.47569
"Mnd1"	115	127	114	97	113	91.9328	205	83	86	61	75	93	125.944	63	135
"Mndal"	203.5901	230.6197	140.22967	133.4526	172.03727	118.03119	130.7718	102.54072	129.6129	73.95222	118.53697	189.82473	184.3284	76.4523	145.46916
"Mns1"	5.17449	14.349	8.2910577	3.632789	10.7054	7.013	14.2688	7.44526	2.24778	0	2.64776	0	8.62348	0	2.08597
"Mnt"	281	195.505	225.582	174	210.00038	186.25	122	215.171	284.581	133.811	138.82	225	197.818	165.475	126
"Mnx1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Moap1"	48.2673	32.1111	21.9409	37.4122	28.9433	17.4543	3.07458	14.5984	41.8302	18.1602	10.4299	30.5419	29.8558	33.4146215	19.1219
"Mob1a"	1105.37758	1275.53528	970.0003	898.64461	987.898	804.99996	602	771.3786	865.08453	560.47613	807.4317921	782.959	1260.44846212	787	583
"Mob1b"	1323.264	1231.3959	1055.573	1033.954	998.1133	810.63	494.164	701.258	861.538	591.1644	758.4384	769.1088	1178.258	767.034	548.653
"Mob2"	389.8267	455.7967	337.5138107853	271.11603	322.14307	261.34756	479.84769	238.36112	266.3418	178.03719	246.9715	278.008	341.07058	275.76379	495.56811
"Mob3a"	92.99998	74.00002	57.99998	57.00003	82	53	94.99995	57	77	66.99995	67	72.00003	60	51.00004	52
"Mob3b"	400.963	425.539	362.227	418.362	430.06	307.228	327.08	276.89	371.381	268.535	273.446	405.511	404.044	300.374	202.085
"Mob3c"	445.59756	420.451	333.379	302.62168	347.561	293.118	346.931	234.324	352.386	221.73638	243.07128	269.796	363.12089	312.458	326.422
"Mob4"	511.6189	571.0433	403.41608	390.93504	461.8092	370.3556	485.003	302.373673	368.1777	280.702058	355.97476	317.6624	467.3618	351.5609	412.07517
"Mobp"	6.00307	6.00559	3.00124	8.00199	4.00103	7.01271	2.00303	2.00193	7.00284	4.00029	4.00408	5.00257	5.00114	2.00335	6.0022
"Mocos"	638.994	627.925	534.625	677.151	659.375	452.465	755.608	562	644.619	440.682	411.383	511.019	629.825	443.707	438.201
"Mocs1"	1923.3448	2193.98417	1921.8697	2047.45763	2171.3387	1435.08947	1716.37038	1440.92872	1824.17017	1048.15497	1285.34813	1593.80433	1704.2347	1537.95861	1214.198
"Mocs2"	1653.64382	1750.47916	1377.45765	1125.2105	1418.437466	1243.09883	1864.81022	1268.63109	1223.06374	836.19597	1049.14681	1343.94341	1760.5341	1051.54915	1883.34958
"Mocs3"	53	75	45	64	53	50	110	53	46	34	49	55	65	60	58
"Mog"	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
"Mogat1"	22.77438	24	23.99222	37.507	34.750270166955	23.5548129	21.1804	70.3219828	21.69205	9.794556	7.36699	79.22878	31.47278	10.999964	16.296911
"Mogat2"	9	7	1	0	6	1.12272	3	5.6136	0	8	0	2	4.49088	3	1
"Mogs"	815.877	779.307	621.474	768.151	693.03	475.657	790	482.811	632.877	500.237	576.622	531.783	705.431	695.497	562.341
"Mok"	2.48122	2.93661	1	0	1	0	1	1	1.999996	2.806636	0	0	0.438421	0.438421	1
"Mon1a"	295.9996	255.9997	216.0003	220.9999	226.0004	184.9996	225.9997	176.0004	174.0002	122	158.0001	229.0003	208.0003	175.9998	256.9996
"Mon1b"	223.3059	183.6125	183.0111	192.7526	173.0006	148.0015	122.973	152.0131	142.5546	110.5052	136.01478	166.0121	162.60716	167.0094	102.005
"Mon2"	1345.4994	1307.037	1122.83678	1033.18413	1197.65432975	941.2541	356.1034	902.834	950.8619	689.6592	990.9859	985.593	1188.8196	1113.012	388.0695
"Morc1"	0	0	0	0	1.36097e-05	0	0	0	0	0	0	0	0	0	0
"Morc2a"	525.461	422.623	394.922	321.7665	411.854	401.613	254.151	292.088	336.9738	239.1061	323.0807	346.372	463.118	346.8493	255.266
"Morc2b"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Morc3"	631.338	677.301	600.037	336.32244	532.114	440.7511	262.998	385.982	534.389	254.03013	291.667	419.93461	672.635	443.74	379.82768
"Morc4"	83.13015	94.65744	52.8014	49.32193	85.757	46.6826600333508	50.04903	59.16723	58.08134	51.057152	64.19617	69.6482	72.24703	62.3661	41.4614
"Morf4l1"	2943.5611	3547.5144	2561.1379	2611.856	2983.904	2138.8141	2800.12348	1937.6509	2362.039	1727.095	1975.0302	1904.5594	2694.3583	2018.47574	1926.4593
"Morf4l2"	1451.28050145201	1622.0590277979	1001.5363547031	1295.36125	1127.591175	942.549550703646	1283.5486728	965.5702500699	993.578713757271	885.533894854	1052.87952603	1085.7036	1225.552823385	1223.45468044171	1121.99932
"Morn1"	56.46653	52.14336	45.87738	16.9196	44.0974	43.2549	55.9938	33.51665	39.38619	33.04231	25.7098	28.7473	52.01192	33.99995	37.0946
"Morn2"	42.9756	35.9277	21	30	26	31	75	41	30	22	31	29.9303	45.9372	30	37
"Morn3"	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
"Morn4"	0	0	0	6.8648	0	4	0	0.864796	7	3	2.82844	0	4	3.60742	3.60742
"Morn5"	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0
"Mos"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mosmo"	364.7613	383.29249	314.9179	253.4322	307.4996	204.93113	218.0931	209.4146	266.2444	178.8145	287.5867	244.8329	345.4941	267.2629	212.4207
"Mospd1"	111.1118	122.2257	67.8351	82.5533	137.144	75.9564	85.5266	83.0402	78.5552	65.4706	57.1269	92.9234	102.7438	80.0685	55.1537
"Mospd2"	947.293	941.879	654.312	641.84	744.289	648.807	426.0003	668.025	714.382	414.478	643	705.277	927.888	599.77	414.9996
"Mospd3"	511.0119	381.7461	382.17176	337.7485	384.0003	282.564	432.04855	306.7107	411.1228	219.50624	261.91877	342.0255	487.9906	310.0775	388.0002
"Mov10"	463.5016	341.7111	405.70696	392.5136	442.073	287.3535	452.730037246	292.906	455.6188	284.201200058947	223.1266	300.9537	306.9607	192.3794	222.931857659
"Mov10l1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Moxd1"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"Moxd2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mpc1"	6688.1319	6883.95847	3860.9631	3384.95516	4972.4713	4206.115	6392.14287	4272.43587	4153.7906	3460.06093	3853.28678	4275.42795	5687.63784	4372.80298	6217.07033
"Mpc2"	2669.2	1904.84	1714.9	1346.51	1764.34	1272.05	3334.26	1565.35	1483.69	778.101	1333.42	1447.95	2595.18	1566.28	2783.63
"Mpdu1"	942.782	890.87100939662	784.2632	853.1178	886.34155	752.262	1331.35802	764.98	828.17	550.73000189384	540.7530605	904.757	903.133	608.5591	1035.89
"Mpdz"	529.7195	520.49169	484.044	534.532000032448	591.2133	301.96265	329.12966	364.33832	460.902560168343	302.929548783	355.937063	338.575900116337	499.89929	306.21020818092	179.488797
"Mpeg1"	1463	1843	1178	1076	1652	1034	953	1306	1725	1159	676	1341	1315	666	748
"Mpg"	210.739	193.595	157.434	103.606	208.809	150.349	288.599	97.5142	134.656	144.625	115.461	135.057	136.692	156.082	187.402
"Mphosph10"	309.302	272.917	187.086	153.131	202.398	191.869	164.851	109.231	173.119	97.5743	165.057	121.964	199.145	162.82	214.664
"Mphosph6"	49.2847	37.9073	34.2184	31.5826	30.1664	17.1313	56.7154	36.6223	24.7935	30.1288	16.2238	20.9372	34.6133	21.3776	37.9919
"Mphosph8"	316.969	353.353	239.966	183.975	251.557	203.419	164.522	232	206.431	169.651	239	184.576	296.686	255.288	138.763
"Mphosph9"	86.515	78.2378	104.57	63.3146	95.0486	84.6958	47.7956	66.75005	69.3189	50.8707	65.3134	58.2388	88.4361	76.5527	47.4961
"Mpi"	213.151	200.753	171.576	162.557	173.552	122.885	190.983	119.52	136.479	92.9055	145.442	152.379	160.23	125.76	180.806
"Mpig6b"	0	1	1	0	0	2	1	1	2	1	2	3	2	1	2
"Mpl"	0	1	0	0	1	0	0	1	1.10156	0	0	2	0	0	0
"Mplkip"	103.9577	99.667	72.5902	117.3985	75.8269	66.9774	120.2835	81.3091	75.2123	51.0832	55.2169	75.2962	119.9124	81.9211	92.5534
"Mpnd"	932.6271	1123.0381	757.1201	639.61430234667	701.6141	648.402	1670.949	722.6606	764.7175	489.8154	568.1594	731.488	843.6463	728.655	1153.34050049482
"Mpo"	0	1.05436	0	1.20291	2.01825	0	0	2.02699	0	1.3334	0	0	3.025364	1.26385	0
"Mpp1"	1061.537	966.74794	875.4523	654.59649	860.93628	696.281	830.77539	678.007	963.93437	448.73017	543.6911	714.77994	1001.1343	628.6904	951.2335
"Mpp2"	18	11	11.9965	4.79902	10.7978	7.999999	5.99826	9.45714	11.1329	7.87173	5.25396	12	11	8	8.39828
"Mpp3"	14.93025	25.66115	6.59474	15.21792	20.21058241	10.19515	1.567	9.00581	14.06747	10.72624	11.45737	10.07733	16.9431	14.02674	9.35883
"Mpp4"	18.5271	22.74484	21.0472	37.4214	20.605785	6.7013100320791	19.7972	16.58559	17.24017	7.3772	31.9823	24.73964	23.4168	17.7608	26.826
"Mpp5"	367.822	230.55077	278.245	254.629	312.57681	316.41752	224.54	204.90581	254.647	198.04	326.709	282.868	282.938	84.8824	113.176
"Mpp6"	1269.9568	1144.5031	902.36757	953.97855	875.53991	760.67436	882.43252	779.05153	951.5403	585.8266	831.952	956.0301	988.9262	773.42316	917.28462
"Mpp7"	80.8755	120.42579	76.62935	48.54661	73.773782	40.0696	59.4216	46.926359	60.389581	38.26436	44.0352	52.119117	84.3639	44.5052	41.4076
"Mppe1"	174.107	212.945	100.957	178.337	116.563	143.727	222.543	160.598	86.5535	171.035	109.388	166.631	94.8012	179.175	148.006
"Mpped1"	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"Mpped2"	0	2	1	1.913717	3	4.999998	0	7	0	2.000003	0	3.71727	2.2605	1	1
"Mprip"	2612.59685	2356.546949289	2606.4597	2116.5329	2495.326	1751.3427105977	1786.463995849	1751.3107	2439.6664416	1363.4745035	1976.65965	2131.121095	2531.177686	1762.047094	1828.273232
"Mpst"	1539.9998	1410.0002	1021.0001	989	1122.99992	1213.99960001448	2009.99948	1326.0001	1095.9994	850.00009	743.99979	1338.9999	1287.9998	921.9997	1551.0001
"Mptx1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mptx2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mpv17"	672.65985	706.7403835	544.54062	500.80977	579.597178	451.4536	602.253	561.2023	531.9355539	385.17456	378.386480204316	638.39785	734.6238454	447.46971	477.40275
"Mpv17l"	299.9165	527.06614	225.9288449863	145.5419	291.31001	340.69918	414.23573	365.00509	176.82006	329.49446	208.87735	226.85656	464.38663	294.06919	206.7605
"Mpv17l2"	206.978	229	174.1528	133.7224	200	176	507.102	160.0722	132.7774	143	146.8204	168	192.8578	185.7088	280.822
"Mpz"	6.22090788	4.99999966367	4	0	19.0000068	5.8252688	16.0000462	5.9999968	10.8557714	2.0000007	0	8.0000004	4.0000004	2.000002	5.82528
"Mpzl1"	42.00004	41.00001	36.96849	48.40813	55.68372	26.82265	36.000041	17.00003	44.87394	15.97575	28.8546	43	57	35.75478	27
"Mpzl2"	1026.9293	1381.0497	828.8394	670.3337	1094.3732	782.94434	657.37377	806.89709	872.3183	655.0872	737.4413	904.7456	937.7494	1033.93221	495.08359
"Mpzl3"	163.809	198.977	144.655	111.96	97.5654	119.589	109.992	104.945	80.2329	108.798	100.166	103.858	130.769	110.742	83.8697
"Mr1"	65.1033	165.028	35.325	31.3192	75.3299	28.3335	41.0097	81.5119	59.2846	91.4556	79.0687	69.0592	83.3457	83.538	14.1467
"Mrap"	416.598	344.13	240.938	337.622	355.712	374.278	475.725	389.393	288.497	199.939	176.654	420.276	377.045	278.15	550.641
"Mrap2"	2.00898	5.6766	7.03435	2.02154	4.00052	4.02329	0	8.04988	3.01645	2.00035	2.00056	4.00097	6.00074	6.00128	2.00042
"Mras"	73.00006	65	67.115000279864	52.6576	67.0516	33.00004	50.00004	42	62.000042	22.000021	20.50002	57.000028	62.63575	29.98511	29.000014
"Mrc1"	1777.57	1620.27	1276.43	1059.48	1202.29	1208.99	522.66	1007.51	1147.24	753.131	922.536	1162.67	1416.51	1124.17	720.557
"Mrc2"	39.9004	37.91061	57.1013	31.0521	46.9446	23	37	28.8715	25.796	13.901	14.9219	49.1388	37.0002	16	20.0001
"Mre11a"	162.779354	136.04951	131.2322039	105.262122	161.35718	107.638206	62.3187	83.27284	122.50779	80.243633	78.19677	92.2494	133.04471	81.039252	55.238123
"Mreg"	347	265	246	319	267	216	205	324	243	151	240	335	378	230	257
"Mrfap1"	1859	1962	1578	1509	1568	1247	2326	1454	1419	934	1229	1513	1896	1388	1819
"Mrgbp"	55.5641	34.4365	40.1815	45.6457	65.5971	30.9433	56.7119	32.2687	36.8913	20.0412	28.5672	22.478	2.44474	19.17	41.29812
"Mrgpra1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgpra2a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgpra2b"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
"Mrgpra3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgpra4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgpra6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgpra9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgprb1"	1.01214	3.16945	2	1.73824	5.00557	3.4666	4.17139	1.31836	1	0	2.15194	1.07162	2.08067	0	2.1709
"Mrgprb2"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgprb3"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgprb4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgprb5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgprb8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgprd"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgpre"	48.0704	69.4881	41.7029	49.4925	32.7228	31.5916	55.2451	64.2324	52.1715	46.9857	25.6957	62.2746	55.5313	53.3423	26.4357
"Mrgprf"	4	2	1	4	1	2	6	2	5	2	0	3	3	3	2
"Mrgprg"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
"Mrgprh"	1	0	1	1	2	0	0	0	5	0	0	0	0	0	0
"Mrgprx1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mrgprx2"	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0
"Mri1"	246.6305	258.3205	259.1304	222.7522	289.1486	206.2891	457.098	157.8911	243.8721	172.6686	179.8295	204.8798	217.1808	171.3909	296.13
"Mrln"	0	0	3	0	15.00001	0	0	0	3	0	2	4	0	5	0
"Mrm1"	88.9305	98	85.8459	63.2177	101.795	45	101	45	84	34	70.9449	64.2264	85.8125	79	87.9297
"Mrm2"	106	104	101	84	100	72	144	102	80	56	64	99	84	83	141
"Mrm3"	119.982	130	116	71.9892	129.581	106	116.782	94	75.1887	55.8705	49.5925	65.5901	99.1851	103.984	111.753
"Mrnip"	33.7447	27.8696	39.7174	55.6167	55.1454	15.8672	42.344	23.7532	45.9373	29.1505	18.8135	39.5491	38.6112	16.8834	23.5949
"Mro"	3.0087	1	2.03508	0	3	0	0	0	1.02208	1	2.00808	3	3.04065	3.05616	0
"Mroh1"	797.41271256	695.474300011208	702.46855362	737.7141	719.0539	480.3184928371	416.035350022307	583.22143822797	716.00609769	372.1458	465.50366440859	580.8368536	559.24306998	535.91439	336.545120135203
"Mroh2a"	282	242.7572	261.9707	131.00022	190.859	140.5474	157	174.6089	230.00003	181.8811	121.888512	157.999950060016	255.830200229494	171.99994	136.0001
"Mroh2b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mroh3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mroh4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mroh5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mroh6"	151	58	49	31	31	51	5	22	28	14	72	43	53	58	43
"Mroh7"	0	0	0	2.02851	0	4.76296	0	2.18282	0	0	0	0	1.48535	0	0
"Mroh8"	0	1.00292	1.2502	0	0	2.00719	0	0	1.40096	0	2.0084	2.28781	0	1.86526	1.09929
"Mroh9"	3	2	0	0	1	0	0	0	0	1	0	0	0	0	0
"Mrpl1"	465.298	500.688	392.873	353.3334	400.847	297.1217	497.0004	286.8468	313.3391	225.1111	252.056	322.1691	410.293	305.5843	369.8599
"Mrpl10"	834.686	809.99	714.3770083686	654	680.447	619.152	889.34	623.865	668.969	479.967	486.316	674.089	736.258	575.169	706.361
"Mrpl11"	462.4679	481.3465	405.40709	328.9259	386.8751	353.8498	1043.254	307.2137	341.5906	272.6035	270.3987	357.2381	441.2509	311.273101449	655.2511
"Mrpl12"	2275.32	2018.21	1800.38	1462.02	1715.24	1508.2	4056.23	1603.97	1730.81	1107.96	1354.55	1611.32	1988.43	1353.22	3084.66
"Mrpl13"	357.98389	351.506	278.36836	270.861	356.60682	257.518	437.727	295.984	261.08448	232.94299	222.546	269.97589	351.315	231.43	383.48461
"Mrpl14"	772.822	696.734	714.433	490.628	696.756	525.479	1376.26	468.667	628.206	413.369	390.705	521.176	680.253	446.745	959.694
"Mrpl15"	309.0415	261.1073	220.5042	188.9826	209.5855	216.0248	284.9421	187.3981	207.2547	160.05714	200.2261	242.7934	227.1595	197.0502	277.0178
"Mrpl16"	511.867	550.847	447	396.623	501.795	387.614	775.59	381.229	369.608	353	333.63	397.827	478.212	384.629	486
"Mrpl17"	780.124	750.50915	693.342	600.57712	676.261	520.8895	1110.2517	628.526	669.5875	432.99237	400.2726	620.937	697.718	619.961	808.83606
"Mrpl18"	1158.67	1042.1	892.76	750.103	914.368	798.271	1371.64	737.169	805.213	492.711	616.114	732.706	1054.57	697.204	1433.25
"Mrpl19"	186.366	239.339	203.108	181.196	220.386	156.508	266.858	155.506	153.721	117.397	136.202	174.374	232.193	156.677	183.356
"Mrpl2"	809.6426	777.9389	748.0615	631.4241	766.4696	487.0012	1330.019	465.5188	645.7722	406.2682	492.0946	584.758	718.99963	528.8766	899.6389
"Mrpl20"	476.0278	460.90774	377.031000073712	317.3251	419.43435	365.60468	708.07167	344.64802	339.041	319.35629	356.64371	435.40855	496.0397	284.87219	620.7891
"Mrpl21"	243.2257	278.59719	170.2101	215.718	227.1455	208.9008	368.04	184.0251	179.9307	152.6696	131.1061	220.04643	273.1849	160.178	322.746
"Mrpl22"	260.442	258.748	237.198	201.101	216.455	182.263	358.373	185.461	211.633	160.021	161.002	204.715	232.376	172.223	279.625
"Mrpl23"	124.0252	161.7871	125.5136	92.061	84.8151	79.2988	269.9602	99.5163	102.9418	100.9528	103.9394	93.3755	163.0262	90.8603	212.1511
"Mrpl24"	1022.1729	1111.8234	795.4556	754.274	773.6637	689.6074	1449.8429	670.4258	729.1291774	512.6898	586.213	729.8666	976.4759	652.3191	1175.2756
"Mrpl27"	740.333	876.739	624.798	555.167	655.663	555.154	1343.67	572.284	541.53	503.626	398.479	528.268	735.743	521.445	931.334
"Mrpl28"	579.0699	549.1625	509.4509	455.527	500.4451	365.415	1099.3071	361.914	487.6508	309.7425	389.77444	495.356	506.011	379.4801	745.3957
"Mrpl3"	143.26315	144.9547	113.7073	105.0032	141.68985	84.515577	108.82077	87.15992	107.4394	81.52641	94.94576	108.69138	134.10299	113.2439	79.73631
"Mrpl30"	930.937	924.5224	681.3323	534.8137	743.1162	623.6511	1515.8497	700.8238	616.0846	509.2714	551.196	651.0883	948.395	595.3702	1121.2852
"Mrpl32"	129.92	164.651	111.652	118.375	108.5	82.5798	151.279	93.335	101.71	117.079	99.1983	90.5303	172.037	109.415	123.696
"Mrpl33"	298.449	348.682	254.644	202.696	291.952	219.798	691.065	243.121	215.454	190.299	209.594	255.02	321.699	233.99	518.976
"Mrpl34"	361	314	278	214	263	167	516	268	231	130	210	286	309	270	460
"Mrpl35"	259.493	267.391	212.499	204.074	261.025	191.91	378.854	193.312	202.213	159.393	172.274	217.73	244.867	206.057	276.693
"Mrpl36"	345.99970146274	360.9997	281.9999	293.9999	277.0003	260.9995	534.00032	266	283.9996	170.99969	218.99996	302	310.9995	229.9998	377.0000410803
"Mrpl37"	531.924	549.272	481.203	456.816	484.615	344.641	751.1	397.311	476.621	318.896	384.757	472.271	538.507	388.87	503.268
"Mrpl38"	875.997	620.003	642.37	607.973	662.27	430.382	1147.55	540.591	636.723	421.721	563.848	635.183	609.472	551.079	768.558
"Mrpl39"	739.35	685.876	627.207	459.152	567.434	385.89	668.779	517.935	527.403	354.694	415.013	537.909	698.937	427.594	582.069
"Mrpl4"	431.378	373.82719	321.301	304.239	321.2339435	234.86034	512.27	260.37429	284.30649	176.244	279.1580142426	314.648	295.9660327252	301.46879	380.587
"Mrpl40"	371.553	382.543	284.914	273.567	334.349	230.05	454.414	244.0641	270.0356	225.7186	242.4431	218.1943	321.661	247.4253	323.15
"Mrpl41"	444.99952	378.00048	275.99963	234.99965	339.0004	276.9996	479.99958	294.00015	265.99951	197	239.00012	315.00037	321	227.9999	372.00009
"Mrpl42"	715.5226	686.97334	451.4178	436.37647	517.02559	500.0525	845.7773	451.599	458.83256	352.8174	439.6579	506.9057	602.72675	452.5694	642.2559
"Mrpl43"	527.401	476.554	477.544	458.702	477.858	337.832	765.247	375.023	457.703	254.951	326.374	426.339	460.961	352.191	524.253
"Mrpl44"	319.891	341.767	279.402	301.63	308.887	191.318	405.967	239.651	281.399	176	191.234	284.172	290.79	220.897	271
"Mrpl45"	412.96	469.0856	458.963468	341.07349	461.4322	320.99382	561.53091	370.7873	440.904	251.995	259.33015	358.0748	551.2533	313.1707	429.995
"Mrpl46"	317	308	269	203	307	199	583	252	252	197	182	224	310	196	381
"Mrpl47"	245.174	283.735	213.065	155.732	197.521	161.911	314.911	125.885	140.389	140.11	139.93	127.568	182.59	189.783	243.695
"Mrpl48"	516.01403	513.26711	386.5271	310.58607	418.25487	327.5228	768.64669	342.17305	326.77173	297.9421	348.2778	375.1587	445.54473	351.00614	573.67853
"Mrpl49"	585.9997	535.99960771437	517.00004	466.99959	430.999775	386.0003	740	452.0003	465.0001255	305.99968	383.0003	466.9997	489.99973	315.00016	584
"Mrpl50"	893	935	715	658	874	692	994	665	692	470	608	681	897	671	740
"Mrpl51"	242.73	206.487	179.91	153.856	161.309	159.224	216.243	130.332	157.475	111.572	145.578	135.873	177.827	144.283	231.428
"Mrpl52"	513.37242	537.98052	428.93012	354.27777	452.1875	297.99047	1318.12828	412.09429	389.91485	205.36125	350.93197	373.47311	491.31272	366.22817	910.57903
"Mrpl53"	401.819	444.01	323.398	342.765	343.301	277.845	607.998	321.749	238.925	208.353	302.363	356.655	382.747	311.426	498.511
"Mrpl54"	207.336	237.334	202	186.02	191.314	169.487	600.902	190.106	178	131.003	145	181.228	213	134.51	328
"Mrpl55"	274	305.0008	234	229.00007	264.0002	194.99995	567.0005	206.9999	221.99999	160.00007	181.99998	218.0003	251	228	481.0008
"Mrpl57"	100.209	79.7726	77.4134	83.0561	82.994	46.7633	127.857	83.2631	47.8351	32.0092	52.3417	71.718	79.691	77.6071	92.3773
"Mrpl58"	292.1343	339.3111	219.0741	205.07	268.745	217.5438	627.4005	238.2589	226.1218	188.7195	196.2859	231.3014	318.0523	179.2474	394.7776
"Mrpl9"	1184.3812	1169.6739	926.0866	728.67336	904.80498	720.72315	992.95216	721.14814	908.06212	479.307	546.60877	790.63135	1180.98452	714.99953	1007.26608
"Mrps10"	485.22098	550.5105	440.47988	367.4587	437.29432	318.3376	657.3277	342.645818	433.374	272.1832	262.5338	317.224888	438.10682	330.239444	533.8771
"Mrps11"	115.361	132.524	151.305	128.385	128.153	76.4075	203.03	99.6907	145.207	58.3476	106.429	110.107	98.9716	83.0805	152.247
"Mrps12"	427.0002	420.9997	412.0004	386.9998	372.0002	331.9995	954.9995	330.00051	331	270.9996	293.9997	332.00041	370.9999	311.0001	604.00031
"Mrps14"	185.3212	199.7097	137.8409	137.23942	173.7104	116.8052	284.8102	133.444	120.64935	132.9367	104.81169	130.5829	136.14125	140.9912	201.0707
"Mrps15"	342.974	377.778	255.105	232.487	308.574	210.922	605.406	269.648	243.718	177.761	162.617	236.698	292.69	236.713	330.287
"Mrps16"	139.676	139.315	113.688	94.4561	90.8761	128.818	223.441	98.4671	92.3851	73.5729	74.5734	93.4764	127.01	122.01	152.597
"Mrps17"	896.8541	867.05032	715.148718258	644.10366	724.65403	638.61489	1050.46601	582.57239	645.6914	464.10943	548.17512	625.98291	769.51782	568.17269	885.1805
"Mrps18a"	377.92951	291.66	284.7067	277.736766	293.975	215.862	581.394	253.75486	228.874	185.393	202.13537	293.635	288.861	238.40431	358.862
"Mrps18b"	635.75394	570.4057	629.23349	558.6241	663.85316	413.55434	1044.4595	391.14457	549.4641	468.966	387.07336	419.12888	541.67559744	457.27631	610.15003
"Mrps18c"	435.10707	434.79495	321.93712	276.24941	337.43989	305.00597	987.1085	270.92608	288.7905	199.76102	272.92946	300.24157	384.6113	277.51037	522.79593
"Mrps2"	567.409	568.928	489.017	463.519	463.762	383.118	424.45	381.891	454.219	335.007	359.718	451.709	440.413	485.934	331.378
"Mrps21"	670.9996	580.9623	508.4716	390.3306	495.2683	392.2151	1177.0988	478.282	398.1723	261.1204	305.9889	501.5081	549.5779	386.9995	979.1204
