baseMean	log2FoldChange	foldChange	baseMeanB	pval	padj	getSymbol(res$id)
ENSG00000137491	1234.86615418713	-4.73121365907554	0.0376498085999843	89.6111076519593	1.11046779232639e-149	1.03095829839582e-146	SLCO2B1
ENSG00000132763	439.151597901884	-1.28611842091744	0.410052795802021	255.416451123971	1.03332172358478e-14	1.53924731355974e-13	MMACHC
ENSG00000172724	0	NA	NA	0	NA	NA	CCL19
ENSG00000188342	1329.85796027251	0.612175593319323	1.52856255387099	1607.84717540631	4.34604080714443e-05	0.000240671892952752	GTF2F2
ENSG00000175894	48.5108901119369	0.1137220150655	1.08201613672853	50.4218627149136	0.716104334092251	1	TSPEAR
ENSG00000124602	135.188431040887	-1.72668993100669	0.302144391784269	62.7371688283332	1.22950815316866e-15	1.95458111198935e-14	UNC5CL
ENSG00000145248	0	NA	NA	0	NA	NA	SLC10A4
ENSG00000170734	851.964761140162	-0.956162010766099	0.515426275165324	579.539936192122	4.32557512124488e-10	4.33210781290587e-09	POLH
ENSG00000149516	3.21880023251916	1.01109429287388	2.01543924328673	4.30272061979841	0.400470250034073	0.720082467693087	MS4A3
ENSG00000009780	339.24316853853	-0.298394201967319	0.813156980775207	304.284685333163	0.0731546589216791	0.196874513639791	FAM76A
ENSG00000148377	1.39259473647833	Inf	Inf	2.78518947295667	0.0597215219121032	0.166190965734572	IDI2
ENSG00000184933	0	NA	NA	0	NA	NA	OR6A2
ENSG00000135299	27.9610634689464	-1.29960965596048	0.406236096933194	16.1548879516008	0.000546682038139324	0.00252413081789655	ANKRD6
ENSG00000204815	26.9441208300701	0.992378258334581	1.9894618833929	35.8621741730446	0.00853931663807208	0.0306392331083521	TTC25
ENSG00000150995	909.266172851362	0.38029243100533	1.3016056612134	1028.41769819877	0.0125667564179	0.0432711234432205	ITPR1
ENSG00000249319	56.4192729834694	0.418171452502748	1.33623286929905	64.5391887197332	0.509780598506947	0.849428469787499	NA
ENSG00000132382	1630.66676428777	-0.197447333136832	0.872092256201781	1519.25403555293	0.523908138612528	0.850036388364326	MYBBP1A
ENSG00000144199	244.822427980739	-0.915062294560863	0.530320971301817	169.68266166119	3.59840096556275e-07	2.64195765632935e-06	FAHD2B
ENSG00000156858	372.51534516646	-0.110376943968862	0.926345996764221	358.272189220251	0.703053443028755	1	PRR14
ENSG00000167748	0	NA	NA	0	NA	NA	KLK1
ENSG00000111737	1168.94213249741	0.431072237904824	1.34823523820778	1342.29224467443	0.00482886583341007	0.0184187306480604	RAB35
ENSG00000147526	565.440882862152	1.22416799852223	2.33620681930285	791.909445668733	3.30957178170305e-09	3.0504903868286e-08	TACC1
ENSG00000121060	6124.60458083423	0.855875704704504	1.8098569909397	7889.83813276354	1.86343169887192e-09	1.76306750495052e-08	TRIM25
ENSG00000161021	2268.44825092444	0.0143346212139155	1.00998552824359	2279.71781170506	0.874445965668446	1	MAML1
ENSG00000169991	1246.39104698858	-0.815720133725505	0.568124831399033	903.124150895438	4.87458770585442e-08	3.97240923951305e-07	IFFO2
ENSG00000039987	8.42253404593611	1.28675981092861	2.43979479413235	11.9479538452297	0.0591171392277833	0.164892149794424	BEST2
ENSG00000111305	2.58409295071455	0.943158278801269	1.92273278919154	3.3999141249118	0.517676906347493	0.849941946219103	GSG1
ENSG00000069329	8182.38168134315	-0.141791545451572	0.906392893227665	7780.61293869917	0.323521926742029	0.624671672203608	VPS35
ENSG00000176383	12.0112593508211	1.09550477294117	2.13687834045687	16.3644216719234	0.0565911298800269	0.159380493417395	B3GNT4
ENSG00000186871	495.573629514912	-0.917083354418727	0.529578569060401	343.160108138535	1.63044962728156e-08	1.40028624788917e-07	ERCC6L
ENSG00000147145	0.46099949598041	Inf	Inf	0.921998991960819	0.520273597626364	0.849941946219103	LPAR4
ENSG00000134697	2752.57133897043	0.583579560408654	1.49856281717051	3301.81897516714	5.77261773121404e-05	0.000312984008336085	GNL2
ENSG00000158467	706.144885821476	-0.794911449848419	0.576378549442311	516.382013863205	3.40369588896803e-07	2.50594073221088e-06	AHCYL2
ENSG00000140859	1157.74745526778	0.603171680483081	1.51905244606163	1396.30209493711	0.0556744179452049	0.157262127087026	KIFC3
ENSG00000102024	4726.394874163	-0.313157059219197	0.80487850962771	4215.43460342164	0.0283424528722215	0.088056176988779	PLS3
ENSG00000100034	567.106177295775	-0.409169810448858	0.753056590603011	487.221059118649	0.117279854653643	0.289909118179971	PPM1F
ENSG00000176893	0	NA	NA	0	NA	NA	OR51G2
ENSG00000176410	112.24179793666	-1.89603482474772	0.268680807536719	47.5410627004733	1.34778022158617e-16	2.27815959530378e-15	DNAJC30
ENSG00000153560	5011.51372822105	-0.779861920191603	0.582422534011886	3689.0507586818	5.58136498472263e-08	4.51272741286e-07	UBP1
ENSG00000118526	0	NA	NA	0	NA	NA	TCF21
ENSG00000134905	824.029291137512	-0.138212500749662	0.90864426847386	784.587788111373	0.427018512333749	0.751267740857783	CARS2
ENSG00000132915	21.822506127763	1.46220627396164	2.7552940116241	32.0227498919327	0.00107476315442363	0.00469336835638241	PDE6A
ENSG00000197056	760.977512006692	-0.164652839121562	0.892143173201892	717.599917291769	0.270002267165568	0.546320302844939	ZMYM1
ENSG00000162892	0	NA	NA	0	NA	NA	IL24
ENSG00000133398	841.693361751566	1.00846590228968	2.01177073484963	1124.45084434592	1.92307255459436e-10	1.99539598735446e-09	MED10
ENSG00000280308	1.99731476002611	3.40299686900163	10.5780138842583	3.64961097369485	0.0654740845676058	0.179376289524353	NA
ENSG00000184672	3.4570001733162	1.56479851088889	2.95836182007175	5.16731809248034	0.167716716957795	0.384417232498745	RALYL
ENSG00000259752	1.03630725739829	-Inf	0	0	0.381423408476524	0.692981394187093	NA
ENSG00000171792	1316.02767986182	-0.772996305697363	0.585200819256456	971.662980568667	2.19063381001042e-07	1.6602321871132e-06	RHNO1
ENSG00000140478	4.59840563318304	0.970405361855831	1.95939105857716	6.08914111249741	0.322783995100064	0.623441329486449	GOLGA6D
ENSG00000114302	3783.14559876947	0.0895860082421747	1.06406479756335	3900.56752138739	0.554892702278809	0.884702704440403	PRKAR2A
ENSG00000156096	57.0028298326921	0.884951418805759	1.84670243470574	73.957336287613	0.0350629096593333	0.105758301909438	UGT2B4
ENSG00000139684	3358.92268218416	-0.783626511006804	0.580904732766829	2468.47775534672	7.96638860951537e-08	6.32136340604621e-07	ESD
ENSG00000019485	411.359073073331	-0.915627573468811	0.530113220856492	285.033656572655	3.73152157229581e-08	3.08833931599682e-07	PRDM11
ENSG00000255432	0	NA	NA	0	NA	NA	NA
ENSG00000162595	0	NA	NA	0	NA	NA	DIRAS3
ENSG00000091986	70.1886988030227	1.0053338071364	2.00740791226425	93.7001919521052	0.000100826303806492	0.000526770627202853	CCDC80
ENSG00000197566	149.377621846815	-0.195282746904443	0.87340170531679	139.283175932749	0.34986018798795	0.663588944334262	ZNF624
ENSG00000156304	2181.86449320978	-0.0229715715916028	0.984203415641033	2164.49429504606	0.843987928072607	1	SCAF4
ENSG00000148584	5476.41882497102	-0.937438256620391	0.522159237714691	3757.24511365379	6.79938417696768e-11	7.36586729276172e-10	A1CF
ENSG00000139173	337.408090813623	-1.1289956551445	0.457233921764685	211.735977722814	5.04539182558056e-11	5.52701093907846e-10	TMEM117
ENSG00000121644	3179.30860861821	0.562615417218617	1.47694429841084	3791.4956144955	0.000105890749076372	0.000551153602969685	DESI2
ENSG00000282246	3.2769166937525	-2.1151108059571	0.2308278483063	1.22909736002276	0.0741956155714742	0.199300425306493	NA
ENSG00000240871	0	NA	NA	0	NA	NA	KRTAP4-7
ENSG00000138829	3.37050300960139	-1.42980107491643	0.371182069331326	1.82480548684743	0.209904113118413	0.454699529433207	FBN2
ENSG00000187105	25.3438417557489	-0.354668368771777	0.782049391576234	22.244205036042	0.375510977238778	0.685088462330595	HEATR4
ENSG00000114353	1667.47034782534	-1.91569970460779	0.265043358592811	698.714298351262	6.12117461788828e-36	2.9637019636232e-34	GNAI2
ENSG00000196950	2236.92752591384	0.469426806829767	1.38455926341248	2597.67813290084	0.00130901949558038	0.00562180501767933	SLC39A10
ENSG00000163646	3.54299948762901	0.930937818367261	1.90651491606139	4.64802801006502	0.435912979287947	0.7634078943097	CLRN1
ENSG00000113525	0.940783109164783	2.15494670710344	4.45352195757227	1.5365476719722	0.491374982296762	0.830141939355056	IL5
ENSG00000101473	292.491299911988	0.0337244660508205	1.02365137910578	295.909785275024	0.845702893021181	1	ACOT8
ENSG00000181827	2749.32915622533	-1.401357362153	0.378572793143653	1509.99819976144	1.63762465439461e-21	3.78356418762942e-20	RFX7
ENSG00000135912	4364.94686497962	0.0222823956552304	1.01556486986222	4398.654452825	0.925368124461397	1	TTLL4
ENSG00000180900	581.606682129835	-0.218084073900088	0.859706384889118	537.731097966852	0.711069793914466	1	SCRIB
ENSG00000100418	1231.29027965091	-0.325754916290866	0.797880771549709	1092.86761822667	0.0288305364687838	0.0893474757827551	DESI1
ENSG00000146802	633.955037095571	-0.516774670830088	0.698932641089401	521.612049463025	0.00101532748666093	0.00445529972168737	TMEM168
ENSG00000132153	1896.57247051952	-0.32794650697321	0.79666963508544	1681.93603152872	0.192332323506151	0.424060628493999	DHX30
ENSG00000138448	9252.08867778775	1.4241636502699	2.68358884197385	13480.7672657404	1.90152095831625e-12	2.3561855958636e-11	ITGAV
ENSG00000189043	2354.74706696169	-0.652542355374161	0.63615827036629	1831.10869944518	6.2710280511308e-06	3.92451799303663e-05	NDUFA4
ENSG00000130595	0.288257814875227	Inf	Inf	0.576515629750454	0.747197159862178	1	TNNT3
ENSG00000241644	24.0425712405063	1.69967231199388	3.24827170212984	36.7663884434812	3.52780982702525e-05	0.000197749050168166	INMT
ENSG00000006432	1258.6465562696	1.51277122432528	2.8535764690567	1864.05757076327	2.97730942837616e-22	7.20295523988124e-21	MAP3K9
ENSG00000089250	10.7656891620942	0.940759104965426	1.91953797909245	14.1564517164922	0.116314528697311	0.287906174611968	NOS1
ENSG00000132744	78.6937564181971	-4.73751747732187	0.037485657633912	5.68660817489566	8.06757166191101e-21	1.80154745181436e-19	ACY3
ENSG00000141485	3658.62390324175	-4.3738082382099	0.0482339162553919	336.699197044379	4.76558963153177e-152	4.65723517254115e-149	SLC13A5
ENSG00000124641	1020.94821507171	-0.414487169436027	0.750286149257913	875.289226510374	0.00537985158799958	0.0202890391562864	MED20
ENSG00000186814	582.649728990856	0.280053700113353	1.21424008009793	639.024340637539	0.0846565557610525	0.222696454965109	ZSCAN30
ENSG00000130803	1618.45491656398	0.518026237066302	1.43199478343417	1905.9407639603	0.000381781445506889	0.00181255890569468	ZNF317
ENSG00000106460	2274.07618529026	0.0580106372644052	1.04102927336227	2319.79022509881	0.695961206255256	1	TMEM106B
ENSG00000115107	1134.981950289	-1.91139343797603	0.265835662181071	476.710662107227	3.35889833904295e-34	1.49027537298326e-32	STEAP3
ENSG00000203661	0	NA	NA	0	NA	NA	OR2T5
ENSG00000135900	2415.88156447973	0.301521112744514	1.2324431611757	2667.42442910435	0.0382922597244938	0.114145236565163	MRPL44
ENSG00000144229	0.517736422590415	-Inf	0	0	0.415414750184358	0.735697561297454	THSD7B
ENSG00000079462	250.106106223749	-1.86002653604894	0.275471212073804	108.033849100357	1.36477539659815e-17	2.46989761832694e-16	PAFAH1B3
ENSG00000255524	0.297766077440459	Inf	Inf	0.595532154880917	0.743063018051059	1	NPIPB8
ENSG00000124260	3.89859536587615	0.833016080449214	1.78140565686042	4.99386331616288	0.466858195646472	0.801611150061374	MAGEA10
ENSG00000111087	5.48600922662733	2.33988387276469	5.06261885275523	9.16223645644181	0.00876615497036039	0.0313652501184414	GLI1
ENSG00000258653	28.5510246695526	0.749347879212683	1.68103280555347	35.803522435285	0.0414178196831272	0.122041748135572	NA
ENSG00000197323	7410.94473408252	0.708887801916227	1.63454353393355	9195.90937815873	2.28718835783216e-06	1.51510929105343e-05	TRIM33
ENSG00000237441	908.24689327537	0.390051392656035	1.31044008440767	1030.28262322752	0.0116843569279837	0.0406130923696744	RGL2
ENSG00000136717	55.5235962819122	-1.1056762338258	0.464684608834508	35.2307390461023	9.88901315859277e-05	0.000517543108046953	BIN1
ENSG00000176567	0	NA	NA	0	NA	NA	NA
ENSG00000156299	23.3376995213678	-3.29974825982043	0.101549267634564	4.30289659174216	2.42969739652373e-12	2.98475827050298e-11	TIAM1
ENSG00000259399	319.995154830376	-0.316805632691035	0.802845544918344	285.001324905689	0.300840455799693	0.590549274055259	TGIF2-C20orf24
ENSG00000092820	6791.48559626876	0.621767240206042	1.53875894169735	8232.73058109283	1.12965324093896e-05	6.81794291492107e-05	EZR
ENSG00000178921	1498.75965166314	-1.22153702427857	0.428825610800743	899.629063490496	1.21990642586744e-14	1.8055976497016e-13	PFAS
ENSG00000105656	431.768740549256	1.43536256713453	2.70450125532436	630.432557768448	0.013512941156805	0.0461950274140763	ELL
ENSG00000170819	0	NA	NA	0	NA	NA	BFSP2
ENSG00000122068	1893.62313904857	0.188221622848982	1.13935838888516	2016.97426674391	0.204418856938577	0.445917450145148	FYTTD1
ENSG00000166262	46.7445629321857	0.68418311855643	1.60679192763561	57.6254557059452	0.0237448065484449	0.0755472186414538	FAM227B
ENSG00000100288	287.335267967065	0.261352740901297	1.1986020453472	313.290566261911	0.13565186269965	0.323543196738227	CHKB
ENSG00000213221	14.9286589749097	-0.186537533317042	0.878712100830632	13.9648786896376	0.772989079445031	1	DNLZ
ENSG00000182885	121.652993763624	2.803180552339	6.97977510578928	212.815656120447	2.37742934539731e-11	2.67297051682333e-10	ADGRG3
ENSG00000223865	2.55401770648585	0.944424940826117	1.92442165759072	3.36135315881963	0.519816938518694	0.849941946219103	HLA-DPB1
ENSG00000114988	1814.39172893678	-0.0559070607360749	0.96198942459379	1779.24063547794	0.692056224763264	1	LMAN2L
ENSG00000010319	440.03019254714	-1.01636552156743	0.494360191103693	291.139193046002	8.30001954755809e-10	8.11343842901072e-09	SEMA3G
ENSG00000166106	0	NA	NA	0	NA	NA	ADAMTS15
ENSG00000142700	0.815919706139603	-0.799200503306946	0.574667552146683	0.595532154880917	0.920393184760306	1	DMRTA2
ENSG00000244355	0	NA	NA	0	NA	NA	LY6G6D
ENSG00000007237	190.978664651034	-2.15314886150176	0.224821379111416	70.1099564392832	8.80478009266523e-27	2.72705849475576e-25	GAS7
ENSG00000275489	0.307362325977565	Inf	Inf	0.614724651955129	0.739048868774584	1	C17orf98
ENSG00000092871	2170.32195259714	0.450912333187161	1.36690438810039	2506.75322206535	0.00204516040286912	0.00845287442637148	RFFL
ENSG00000143627	281.201059804928	-5.31596119369352	0.0251036126386467	13.7725833601334	2.80975722158463e-103	8.995098636273e-101	PKLR
ENSG00000173812	11998.1449896211	1.13641740545626	2.19834437565553	16493.5675826511	1.95533985831644e-15	3.06386080077803e-14	EIF1
ENSG00000108602	19.9871864408306	-Inf	0	0	8.16290891231361e-21	1.82174149860383e-19	ALDH3A1
ENSG00000189430	1.28708815413954	0.522235149954971	1.43617857936099	1.51753114684174	0.921948242717121	1	NCR1
ENSG00000002330	91.1824800987861	-0.81521923989199	0.568322114693688	66.0846638930147	0.0396128648806752	0.11741267062086	BAD
ENSG00000121898	1.69986907648402	Inf	Inf	3.39973815296805	0.029077881232131	0.0900158841704597	CPXM2
ENSG00000221836	0	NA	NA	0	NA	NA	OR2A5
ENSG00000160932	415.432932657814	-2.4305203009839	0.185498535114872	130.008090544005	3.71919583238844e-37	1.91031889946856e-35	LY6E
ENSG00000139714	54.7517756337256	-0.198055938644439	0.871724438887979	50.9994525912011	0.506057381237545	0.844562054502065	MORN3
ENSG00000006116	0.35560470448562	-Inf	0	0	0.636587983074699	0.952614268907897	CACNG3
ENSG00000142751	834.980785294774	0.493044830759989	1.40741210901295	976.286580612763	0.00125939102811882	0.00542429601592751	GPN2
ENSG00000072518	980.78511880825	-0.428729876142996	0.742915547539748	836.116832610504	0.00548371050821378	0.020630440019555	MARK2
ENSG00000115944	4465.45299374898	0.0602615327148452	1.0426547568565	4558.70067109786	0.665617448354301	0.980304166650221	COX7A2L
ENSG00000163214	1904.79001268774	-0.609674227114755	0.655344667656272	1508.19826494169	2.95829783149894e-05	0.000167442993858474	DHX57
ENSG00000182712	125.577923757276	0.150077715170224	1.10962924402278	132.103721068091	0.487345270508515	0.827382095390543	CMC4
ENSG00000165458	1552.57038766677	0.348182758979961	1.27295618171527	1739.01643016897	0.0158725457924847	0.0532324447349147	INPPL1
ENSG00000152578	2.53723010682983	-0.785583995288305	0.580117081344135	1.8630145090521	0.605696527460965	0.937459781411313	GRIA4
ENSG00000269469	1.47110931393788	0.74693150207679	1.67821959189458	1.84364604003414	0.848183910780142	1	NA
ENSG00000151651	5.28317303824641	0.784488683464517	1.72248173336148	6.68520118320957	0.372104090163137	0.681949280026827	ADAM8
ENSG00000145287	240.35760225625	2.2916506081196	4.89615967407227	399.18498296399	5.14240667411407e-10	5.11705290058682e-09	PLAC8
ENSG00000163468	14714.37167107	-0.178454905561072	0.883648858059474	13805.4793690143	0.207739413048031	0.451542923204664	CCT3
ENSG00000174358	3.43605487821172	-2.65569531068428	0.158692372176201	0.941191489035031	0.0232585923609355	0.0741336439718221	SLC6A19
ENSG00000015413	273.701086724212	-4.03162357988408	0.0611449186078144	31.5422151624278	2.66755345093248e-16	4.41257304916831e-15	DPEP1
ENSG00000168404	199.740829615088	-1.20827380644974	0.432786137276542	120.667083323184	1.54881982844566e-09	1.47706659345552e-08	MLKL
ENSG00000119457	1.29679619352065	1.40421386420052	2.64673520108925	1.88238297807006	0.569858393993705	0.902189887423845	SLC46A2
ENSG00000157514	345.428650947032	5.0636001577549	33.4422534174209	670.79887849414	3.37595376123999e-69	5.0552185031213e-67	TSC22D3
ENSG00000183258	1206.35283279942	0.0430391496027011	1.03028191142064	1224.34573783364	0.741297169875544	1	DDX41
ENSG00000108733	392.148726069665	0.151180666072781	1.1104778880454	412.676665879541	0.430128131197178	0.755593106912886	PEX12
ENSG00000143297	70.0035993015908	0.820612602668702	1.76615578518332	89.3928408171457	0.00169999373776738	0.00714555375729816	FCRL5
ENSG00000046647	202.512061195896	-0.161296340188431	0.894221203294663	191.203201325486	0.413008126053223	0.73314865053119	GEMIN8
ENSG00000196391	59.7826423349105	-0.370426551228413	0.773553751903386	52.1496314698529	0.157958664942983	0.366690815860638	ZNF774
ENSG00000180773	826.005736564679	0.313466499277636	1.24269004395557	915.390967954418	0.0423454106848667	0.124390062584497	SLC36A4
ENSG00000250588	7.26107390299288	3.22565845630367	9.35448646865909	13.1196496859736	0.000139494564002778	0.000712260432944748	IQCJ-SCHIP1
ENSG00000137343	596.996297318801	0.884211678430187	1.84575578267907	774.42300194629	3.15228789442831e-08	2.63418909197771e-07	ATAT1
ENSG00000165935	3.6694569267067	2.08212390723229	4.23430123086238	5.93683293950996	0.155215000613658	0.361451323934834	SMCO2
ENSG00000260027	0.749257310855637	Inf	Inf	1.49851462171127	0.258449706835642	0.53153750347407	HOXB7
ENSG00000197958	14181.6788207963	-0.608488929205548	0.655883310837932	11234.5192409931	2.0345536019207e-05	0.000118054972751448	RPL12
ENSG00000020181	10.7743301060855	0.488586104784252	1.40306914136354	12.5815190503716	0.450820219318056	0.783162261523849	ADGRA2
ENSG00000135547	3.31303225918869	0.780612724988626	1.71786030800939	4.18809355318438	0.514042971910262	0.849941946219103	HEY2
ENSG00000189227	88.1123266026865	-0.745754592925389	0.596355869592785	65.8328185511576	0.00188109379433252	0.00783054580723377	C15orf61
ENSG00000279392	0	NA	NA	0	NA	NA	NA
ENSG00000126251	0	NA	NA	0	NA	NA	GPR42
ENSG00000171060	1.87301695397687	-2.45883196184153	0.181893770329435	0.576515629750454	0.164362191256812	0.378386605573924	C8orf74
ENSG00000166897	0.807328345827298	1.76948863690874	3.40933091593045	1.24846582904072	0.637217797683521	0.952614268907897	ELFN2
ENSG00000187773	6.36780267883553	Inf	Inf	12.7356053576711	6.82218785629034e-07	4.8515658412715e-06	FAM69C
ENSG00000077327	0	NA	NA	0	NA	NA	SPAG6
ENSG00000169327	0	NA	NA	0	NA	NA	OR5AU1
ENSG00000260537	190.710497723629	-1.44141821348653	0.368205169379162	102.646288273529	0.000995645408612718	0.00437461995909156	NA
ENSG00000074410	91.7331218505284	1.63584925387313	3.10770433646654	138.802307674231	0.000240448866150661	0.00118300332450596	CA12
ENSG00000165370	0	NA	NA	0	NA	NA	GPR101
ENSG00000118307	1.67954396759604	-2.27098755062787	0.207188013990872	0.576515629750454	0.225700016385211	0.479410324573622	CASC1
ENSG00000116273	862.317402538308	-0.294775249972883	0.815199318212709	774.527129422168	0.0575165141620259	0.161556105432342	PHF13
ENSG00000186687	683.169406610561	-0.0193607744302567	0.986669778738961	678.585454387423	0.865626490549403	1	LYRM7
ENSG00000131737	0.749257310855637	Inf	Inf	1.49851462171127	0.258449706835642	0.53153750347407	KRT34
ENSG00000130244	93.1503377643762	-0.658610303992126	0.633488219493536	72.2498526911595	0.00915779904080556	0.0326470217125233	FAM98C
ENSG00000180834	28.0357981740378	-0.675499268649507	0.626115504116028	21.5896691995139	0.0641276188026875	0.176298730519441	MAP6D1
