"Gene.name"	"SRR2153293"	"SRR2153295"	"SRR2153297"	"SRR2153299"	"SRR2153301"	"SRR2153303"	"SRR2153305"	"SRR2153307"	"SRR2153309"	"SRR2153311"	"SRR2153313"	"SRR2153315"	"SRR2153317"	"SRR2153320"
"Dnajc10"	655	1050.81	635.9	436	489	583.34	512	723.848	454.861	508.037	499.912	482.899	532.425	522.573
"Dnajc11"	547.5203793	982.8006	538.468	473.365	503.8147	517.5876	447.0383	451.416086	540.822	456.91168	434.6023	404.746	469.792	523.18753
"Dnajc12"	164.2873	342.675	188.2371	144.3865	140.5587	134.6688	138.4981	185.6113	141.6589	128.3566	125.3317	172.8297	164.5501	194.3882
"Dnajc13"	676.433601	1214.79328	685.86812	371.0382	666.0248	633.20434	547.33939	739.94685	339.19602	525.33514	571.63942	563.47884	699.700593	654.71047
"Dnajc14"	516.15045	820.95166	525.84468	338.17973	489.25715	530.9919	377.6004	568.28868	384.1098	489.52126	460.14272	453.86741	475.57934	444.11235
"Dnajc15"	388.208	581.43	417.296	310.467	366.324	329.563	317.24	358.635	362.076	336.422	313.474	331.416	312.108	346.406
"Dnajc16"	381	650.567	341	309	364	371	312	320	297.725	344.265	309.309	336	398	347
"Dnajc17"	70.2156	150.172	98	158.479	61.4531	71.7869	60.0725	83.7044	114.844	69.4282	56.4552	60.1481	78.7577	62.3978
"Dnajc18"	379.273264	688.06309	400.76748	441.86567	357.6759	394.9084	338.15852	359.45292	302.84167	377.81682	337.58199	302.10091	412.7476	382.78562
"Dnajc19"	606.3397	889.58	571.9726	407.5222	498.1257	376.8276	404.8877	530.5339	636.56225	380.6328	422.5621	497.6086	427.64953	570.0167
"Dnajc2"	462.038	685.96557	423.876	564.71297	421.5983	434.5235	353.20871	417.68986	480.3399	363.4846	329.60308	371.9017	417.34774	401.37887
"Dnajc21"	871.449	1673.72	819.309	952.85	974.838	761.635	828.607	1014.02	880.871	643.366	661.485	949.778	828.646	953.112
"Dnajc22"	5	6	6	6	5	2	4	4	3	2	2	0	4	5
"Dnajc24"	32.28777	64.50799	36.7561	26.468	27.04779	28.3821	31.130700699983	31.0026	37.16489	25.44096	21.64523	34.03711	22.8996	41.34406
"Dnajc25"	144.5189	274.8972	164.0912	143.0397	145.3202	190.5948	145.798806	105.1174	172.3362	138.8044	150.4808	120.98727	156.5424	158.6097
"Dnajc27"	1277.503	3175.9061	1558.7487	951.051161	1691.8513	1399.8466	1273.8077	1360.7561	1232.18366	1091.02896	1241.7431	1142.00334	1528.6344	1715.8077
"Dnajc28"	471.0001	871.0000490992	566	324.9999	483.00039	481.9999	443	417.0004	452.99963	301.00014	405.00034	401.00026	483	439.9997
"Dnajc3"	673	1172	708	538	640	619	526	897	496	562	523	574	718	614
"Dnajc30"	308.638	510.658	306.191	336.892	282.264	327.28	239.346	306.24	325.585	281.882	245.969	252.124	222.779	280.632
"Dnajc4"	293.418	404.426	243.179	321.726	197.5323	251.571	216.1907	241.6706	347.4	262.5428	223.4571	225.9149	233.5149	214.5922
"Dnajc5"	732.3881	1075.4676	785.2468	688.4751	621.6763	841.8899	600.5348	665.2215	507.5221	697.7239	552.8982	560.84071	584.9813	735
"Dnajc5b"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"Dnajc5g"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dnajc6"	2.0000000153134	2.9999980941879	1.059750302421	6.99999233421	1	3	1	2.000000483489	10.00000363676	4.000000829671	0.999999782078	1.000000418486	5.000000856401	1.000000300316
"Dnajc7"	110.076	131.046	36.0486	85.0568	30.4337	56.1339	22.1266	11.3808	99.1815	0	42.1523	40.9638	60.3518	13.218
"Dnajc8"	643.12098	1093.263	637.46346	682.20515	552.697	627.51461	508.18323	774.26944	733.15789	550.82	510.337	576.406	527.789	676.818
"Dnajc9"	325.801	515.308	282.845	340.932	278.512	255.863	249.402	257.44	315.588	290.233	214.469	217.061	215.292	273.772
"Dnal1"	172.48479	317.00079	197.51204	98.259	172.73943	188.11768	134.988696	161.41257	87.06094	143.74173	140.01702	148.87216	157.14486	184.646
"Dnal4"	84.99992	199.0001	107.00031	87.99995	86.99991	112.99951	110	121.00017	134.00016	104.99997	82.000029	75.00004	82.00005	71.99995
"Dnali1"	0	1	0	1	1	0	0	0	0	0	0	0	1	0
"Dnase1"	12.9127	5.85721	1.30763	7.69819	3.70075	3.80884	0	3.40622	0	1.53571	2.15676	7.57061	8.06975	1.23237
"Dnase1l1"	785.435	1156.4	817.457	807.2	600.045	600.941	691.83	844.09	669.169	661.873	615.746	556.165	710.186	694.551
"Dnase1l2"	28.7403	14.1653	0	7.29933	8.17963	19.2763	10.8539	29.7501	0	7.34508	13.734	12.7905	29.34579	19
"Dnase1l3"	10.8766	17.0423	11.65	15.0013	18.8866	4.00027	8.00039	9.0007	20.0018	8.08313	9.00031	1.00714	11.0005	2.19212
"Dnase2a"	92.23595	150.542	91.86753	135.86428	52.28331	77.57935	64.01725	122.65123	148.999	93.20898	99.70041	57.86649	61.35838	95.42374
"Dnase2b"	6	11	2	8	4	3	3	1	4	1	1	1	2	1
"Dnd1"	2.20244	4.25828	3.04152	2	7	2.70297	1.3966	0	6	0	0	0	2.3966	0
"Dner"	2	0	1	2	0	0	0	1	4	0	0	0	0	0
"Dnhd1"	30.15955	61.06387	52.79114	19.48919	28.96989	40.32329	30.438	42.9582	21.09929	27.2278	31.2907	22.434368	25.42068	35.0135
"Dnlz"	361.519	764.451	412.327	496.482	382.995	398.306	312.204	390.944	557.542	371.171	316.487	333.198	347.595	421.132
"Dnm1"	154.11575071	308.42753	181.58556	138.5049	174.64998	137.2349	68.35029	269.61680178	174.03699	105.1156	130.3664	107.33935	180.6444	86
"Dnm1l"	1225.9823	1994.452	1225.3332	570.1447	1095.16860001929	1279.9403	1007.11411	917.3996	672.54353	1000.3479	914.584400322203	936.3126	1083.28606	1126.07587
"Dnm2"	722.6365	1247.81750006414	692.2952	558.2394404	584.503100018672	761.041	524.0461	687.210401949303	573.066296933762	989.4854	586.246338106607	591.0918	660.9495	646.9935
"Dnm3"	131.98777	288.1276	131.487	74.25549	97.66146	105.71099	140.2039	130.30706	42.56525	81.04861	115.66155	155.18	107.234819	145.34099
"Dnmbp"	278.9997	490.9997	324.99968	217.00022	282.00008	269.0001	195.99982	294.9997	217.9998	212.99992	209.99995	212.0001	331.00036	237.0004
"Dnmt1"	184.981	331	203.461814	151	182.851	201.2133	149.7783	193.78140622478	236.6379	197.45246574	132	138.00045	202.81	154.4586
"Dnmt3a"	788.53106	1592.3864779	995.03601784	522.750095	968.746910011194	683.00912	745.14699	821.4043	540.00013	531.49727406	747.72639	548.25314	793.33821	794.19804
"Dnmt3b"	14.0587	41.7602802390023	24.00000297992	22.000030797589	10.067900113035	12.576128463307	13	22.7141000209461	18.999956	17.21679	13.00000192752	19.6980008587613	22.9999756	18
"Dnmt3c"	0	0	1	0	0	1	0	0	0	0	0	0	0	0
"Dnmt3l"	0	4	0	1	2	0	0	4	0	0	0	0	1	0
"Dnpep"	605.655643488	1084.52151	588.86026568	717.52916535	538.179023002	572.217763621	513.244814528	636.745620873	646.836034557	483.963524611	488.205652806	538.186487611	571.187064703	587.330890459
"Dnph1"	94.9844	111	80	133	45	60.9761	62	61	64	94.7404	66	61	45.424	69
"Dntt"	1	2	2	2.06177	1	2	0	1	19.00004	1	2	2	0	1
"Dnttip1"	238.5845	399.9995	256.489	280.983	201.9055	213.968	186.1416	231.8787	289.95838	254.269	176.9995	192.65705	205.16167	237.2694
"Dnttip2"	476.542	838.381	546.748	361.083	457	519.581	445.926	536.858	412.601	400.056	337.739	480.932	477.939	516.671
"Doc2a"	0	0	0	0	0	0	0	2	0	0	0	0	0	1
"Doc2b"	18	187	42	4	5	37	48	68	7	23	36	58	17	62
"Doc2g"	16.4678	19.8944	23.1836	10.2633	15.7837	0.000208635	12.2822	18.6778	22.9101	7.08295	13.07068	7.15459	14.0124	12.6408
"Dock1"	114.00037	299	140.691	118.9996	138	132.18875	106	222.00049	124.00047	103.000006	135	124.46	149.99975	98.9577
"Dock10"	107.67864	188.574930025644	107.8215533661	84.1817	84.93142	80.823	68.4784601832	222.0923372	88.69738	81.96229	88.82085	73.54026	122.00542	69.554588
"Dock11"	81.97157	173.9998	90.00005	68.8537	100.99993	72.69787	46.99996	165.9998	93	58	68.99995	59.287	101	54.863331
"Dock2"	38	47.4235	28	44.3306	35	19.588	15	89.6922	93.816	27	26.8046	28	55.671	8
"Dock3"	1	9.6746	9	2	6	3	1	6.47052	4	6.22031	7	4	5.999995	4.156844
"Dock4"	414.2733	715.701	448.0729	119.083	285.1155	417.811	319.3717	432.1396	134	395.6939	455.261	378.8519	316.047	363.385
"Dock5"	27.0002	68.1739	51.9922	34.2658	37	46.118	21.8135	80.7315	46.9849	22.8901	18.2045	30.1185	45	25
"Dock6"	338.4175	814.55727	450.46336	223.33	319.9216	370.8014	321.6753	621.11493	269.19006	240.23728	296.74656	327.90138	367.8927	313.199
"Dock7"	201.44354627	293.7618	123.703000261668	38.872770155092	210.295159974262	193.2595	126.300647962891	244.340425	55.6000118	162.415600179802	157.55124	174.326229	217.995329	175.20240954
"Dock8"	87	172.332	81.7552	104.172	114.838	65.74	60.965	110	115.039	91	87.5829	66.0201	188	67.0168
"Dock9"	659.69128	1393.0941	817.23003	137.5669	595.48344	726.227	613.1598	1121.3418	212.1967	528.075	610.8748	617.6539	737.66311	574.60854
"Dohh"	460.79634	923.31277	523.0595	831.61854	470.15857	361.42238	409.41691	539.8756	691.17378	415.31544	395.6749	423.97299	455.7042	489.1422
"Dok1"	25.6698	32.541518	32.3038	58	27	12.557119	21	14.2872	66.7395	14.411	12.778439	19.5157	34	18
"Dok2"	10.4395	35.9111	25.2708	34	16.8333	13	7.06719	19.2681	58	12.9752	12.9304	5.00833	31	5.24566
"Dok3"	15.229078	16.2162	13.3508888025	55.905	6.41998	9.66539	6.44703	4.00199	106.2819	12.2213	5.12996	12.85110412402	18.8095	12.0023
"Dok4"	70.3196	120.575	79.18510862178	87.09240324545	73.07530217334	72.46271206934	70.0488	77.02400314182	89.2933628028	59.1629	89.9308818175	63.779793	94.87891402	75.0927324682
"Dok5"	12	50.0102	36.1382	27.1318	63	25.0006	6	20.0003	55.2406	6.40282	26.0007	17.0051	39	22.1132
"Dok6"	1.00009	11.2474	3.1144	4.43267	2.35176	2.00534	1.00046	6.00433	1.00003	2.00104	0	2.90817	3.0006	5.00269
"Dok7"	251.61859	733.2243743496	322.00019	240	221.7795	301.098	231.00742	229.1436	290.50599	147.54256	232.59489	305.9998	289.38197	477.46089
"Dolk"	343	544	321	396	287	306	319	322	266	262	248	258	279	341
"Dolpp1"	105.6625	237.9932	137.5795	74.3092	107.9432	118.52864	100.3774	124.8741	86.1860000915362	97.26081	96.8038	121.7707	110.022	94.2344
"Donson"	12.63771	55.0108674227	36.38039	12.47995188618	34.92629	33.8493388	32.83681	26.92537	31.7881	24.98862529	16.9982655	43.6323116237	19.76333	15.3815474593
"Dop1a"	338.4338	593.1909	321.50787	70.7441	292.51322	312.39144	214.38272	326.06019	63.27689	287.47461	256.52760392627	270.75907	287.66666505	272.639631
"Dop1b"	438.28547	702.57953	437.634125	142.54319	355.77268	344.0716392	347.77144	409.015745	86.016607	399.24422	427.77603	367.91657	575.8159	264.7838
"Dot1l"	1274.621	1950.035	1070.824	473.3006	873.459	1323.322	861.324	1186.813	629.6995	1161.97947	823.9714	992.09800161834	926.359855557	1297.97
"Doxl1"	0	0	0	0	0	2	1	1	0	1	1	0	1	0
"Doxl2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dpagt1"	169.028	242.663	157.299	167.447	156.978	154.851	133.246	156.465	102.542	167.15	116.935	128.904	130.592	146.63
"Dpep1"	450.43355	761.9998	417.9999876295	450	424.0003	318.9995	242.9997	658.0003	366	380.9999546	275	387.0002	572.00005	326.99994
"Dpep2"	8.1988	1	6.78327	7	2.69572	1.52213	3.76316	15.80882	8.67904	1.43045	5.77316	7.19671	1.70353	3.89835
"Dpep2nb"	0	1	0	0	0	0	0	1	0	1	1	0	0	2
"Dpep3"	0	0	1	0	0	1	0	0	0	0	1	0	0	0
"Dpf1"	5.13287	28.31391	8.43316	18.8258	16.43362	4.03409	3.33557	13.454228	8.68927	6.202979	6.604526100726	6.127910438	9.40582	13.24124
"Dpf2"	670.3033	1467.365	742.608	626.9374	724.65700343017	665.8454	665.6517	579.5475	658.0807	646.6052	594.0956	642.605	639.8456	850.1148
"Dpf3"	194	340.9998	158.99999	128.9999	159	130.999967	168.0001	150.00003	148	136	160.99998	148.9999	138.00001	164
"Dph1"	78.10352	196.5416	115.8104	69.0551	83.7044	89.126	98.19508	115.64609	71.6557	113.5621	70.94512	89.3963	92.1787	105.1149
"Dph2"	25.0822	0	15.4104	23.294	18.6048	33.0442	0	7.97029	23.4089	0.159172	30.8586	38.373	0	29.964
"Dph3"	286.5224	475.0559	299.2714	321.8529	294.0484	271.5897	219.0695	302.153	264.3873	341.9061	181.9735	269.9497	252.7826	298.5681
"Dph5"	142.37252	188.06975	121.816012784	164.42476	115.55529	155.96607	108.73443	117.87659	148.70043	161.25896	96.3557	119.843	111.263715	105.15273
"Dph6"	74.3857	117.8839	83.368158	45.238354543	73.74547	74.54339	77.5725145	91.394600188312	54.05255	89.0585	63.55474	60.2196	65.9935	73.4189
"Dph7"	60.3807	73.6583	26.5536	38.5335	47.9443	57.5461	48.3849	63.8664	74.1814	59.1972	14.2428	35.2506	64.5665	38.7752
"Dpm1"	386.397	499.263	348.672	399.9119	154.8988	222.352	165.5114	394.1268	352.34	294.8606	144.4679	264.4101	262.0785	349.6778
"Dpm2"	128.7751	151.7577	115.2479	119.1761	82.5394	105.3279	75.8498	135.4054	160.7494	128.2362	70.7811	89.5082	90.8629	77.2654
"Dpm3"	45.51221	103.688	53.2579	79.35662	52.3749	55.0228	51.3819	86.21354	101.94186	58.80519	30.3471	32.28094	46.1087	61.1815
"Dpp10"	10.4279	14.575	14.1027	17.5436	15.9942	8.30868	11.9622	16.2284	6.08967	38.7826	16.8474	14.2373	14.8063	11.8371
"Dpp3"	313.00929	481.78669	321.99851	384.92695	263.765	293.08684	251.32051	281.518	315.82289	249.23657185231	202.28243	216.54938	302.04225	243.38
"Dpp4"	120.812	244.462	140.557	75	222.013	122	57.4373	213.354	148	95	100.606	70.2497	163.387	69
"Dpp6"	20.93982	48.9849	34.66221	21.00003	24	25.9387	21.7282	16.4174	14.8396	27	38.1251	30.6263	18.7467	27
"Dpp7"	80.0359	148.699	105.737	99.6604	101.442	56.2752	52.7076	107.507	151.47	84.3924	51.3912	56.6091	83.5413	70.7443
"Dpp8"	2359.2688	4744.3958	2566.4762	929.5627	2413.7956	1999.9656	2157.3163	2544.968	1019.1	1785.6413	2070.75	2238.316	2418.2879	2529.6745
"Dpp9"	569.953	1268.85	696.518	585.271	658.871	633.132	574.729	596.05	581.607	521.754	587.287	476.574	701.803	639.014
"Dppa1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dppa2"	1.01291	2.00628	0	13.4962	0	1.00207	2.75618	1.2659	1.00216	2.8354	2.00414	1.00317	0	1.00164
"Dppa3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dppa4"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Dppa5a"	0	0	0	1	0	0	0	0	0	1	0	0	1	0
"Dpt"	841	2220	1086	1260	1360	618	575	1439	1252	620	547	427	1857	806
"Dpy19l1"	77.8837	170.9551	106.45760174318	87.71497	98	70.60066	76	118	117.6426106	57.6036000529578	64.1505	73.0000000467747	110	74
"Dpy19l2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dpy19l3"	70.2886	97.2508	69.7533	49.6718	60.373	83.0981	43.8249	117.31	34.5967	81.2232	73.5833	44.8042	41.8134	69.8723
"Dpy19l4"	580.9661	957	584.669	292.37	556.225879	528.40100267545	442.6855058	681.13100000988	269.546	431.120334589	424.0657	429.99200122504	506.892280819	479.645100267836
"Dpy30"	234.99992	379.00045	251.00007	303.00027	179.99986	196.99957	205	255.00041	297.00009	217	182.00022	212	225.99972	256.99984
"Dpyd"	99.5245	225.62546	143.533	75.0463	93.6069	100.70048	77	164.308	77.8137	88.0245	69.33	110.18661	98.7386	104.999821
"Dpys"	22	25.00001	36	36	19.8001	11	14.000048	7.0000042	6	8.999997	7	5	18.00003	7.0000042
"Dpysl2"	67.8448	115.071	82.0862	167.817	31.0315	52.3115	39.1952	80.635	61.3859	37.0708	41.1044	50.0826	64.5777	71.3398
"Dpysl3"	106.9999	170.99982	149.29495	162.477	158.63362	97.25637	67.00002	241.4108	211	83.36031	96	77.99997	122.00009	93
"Dpysl4"	0	4.99999	0	10	0.265486	6.29694	0	6.14348	0.00564084	0.265486	0	5.82534	5	0
"Dpysl5"	24.7029	28.1411	34.367	12.2579	2.8879	27.859	24.6977	21.9239	7.85837	28.0128	22.5752	19.9109	16	24.1163
"Dqx1"	18.6888	19.0577	16.2048	13.2213	9.20293	25.2125	13.8337	14.0919	27.3072	24.6621	22.1122	8.49926	22.0011	12.1986
"Dr1"	411	748	423	237	373	424	308	420	276	366	316	353	351	364
"Dram1"	52	144	117.00013	111	68.00002	4.016790296697	41.99996	266.00048	60.59107	44	36.99995	33	136.00002	65.00001
"Dram2"	806.71442	1331.53385	818.382051162772	571.1564	727.96924	748.1400621642	644.50813	983.85753	633.4078	581.34755	596.04405	624.13411	750.4825	748.42218
"Drap1"	4788.3948	7411.8616	4249.26741	8977.2417	4172.8375	3415.5407	4066.906	3986.7583	5029.2489	3489.8781	3999.1436	3710.5556	4808.1762	4574.0883
"Draxin"	6.07076	12.2323	7.00957	3.00195	4.02619	1.00165	7.07963	9.08454	9.00382	1.01876	5.00295	2.00238	7.0067	5.09632
"Drc1"	1	1	0	0	1	0	0	1	0	0	0	0	0	0
"Drc3"	40.64633	51.4598960351	42.04316	36.29996	44.55989	31.07729	43.62608	36.04862	36	31.83371	31.00526	44.62554	45.36235	29.60733
"Drc7"	1	0	0	1.23453	0	0	0	0	2	0	0	0	0	0
"Drd1"	4.67802	5.000000023218	1.0000000552467	2.000000107265	1.0724100149198	1.0485000877387	4.000000642739	4.000000182242	1.0724100785281	3.000000114402	1.00000017826	1.0000000861989	6.000000183174	5.000000293114
"Drd2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drd3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drd4"	0	1	0	0	0	1	0	0	0	0	0	0	0	0
"Drd5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drg1"	510.879	1026.27	537.259	635.058	531.087	597.909	456.367	615.777	609.346	475.721	466.171	508.612	561.703	537.354
"Drg2"	364.13	623.535	321.915	415.559	314.895	332.144	311.653	337.992	336.601	315.215	244.328	265.377	336.858	325.586
"Drosha"	728.286	1414.82	760	1052.94000002891	801.1976	866.031	638	692.7984	737	774.3676	609.991	611.439	649.974	710.745
"Drp2"	138.8173	232.3046	286.3115	207.311	95.8875	337.9995	97.6838	622.665	146.02031	122.85497	187.23324	394.3812	150.5495	170.282
"Dsc1"	0	0	2	0	0	0	21.00001	0	0	79.99995	1	0	0	2.00019
"Dsc2"	0	19.00004	16.00004	1.66623	11	5.89782	8	5.19977	5	7	6.552094	4.3263	0	12
"Dsc3"	0	0	3.000003	0	0	0	29.00000265777	0	1	174.9998	0	0	0	11
"Dscam"	1	0	0	0	0	0	0	0	1	1	0	0	0	0
"Dscc1"	0	1	2	3.75853	0	0	0	2	7.000000859923	1	1	1	0	0
"Dse"	73	164.99968	105	108	80	64.00001	53.00002	161	112	62.000041	83.99997	74.99996	135.682989	48.00005
"Dsel"	68.3012	99.5292	64.1617	22.7671	58	35.1855	32	79.0437	41.3947	33.1157	55.8828	68.3012	57.9525	37.2552
"Dsg1a"	0	0	6.79371	0	1	0	52.4073	0	0	260.293	0	0	0	10.0279
"Dsg1b"	0	1.01344	1.2139	0	1.00079	0	1.59271	0	0	5.52717	0	0	2.01563	2.4968
"Dsg1c"	0	4	3	3	1	2	0	5	5	2.18303	2	1	0	1.47547
"Dsg2"	26	31.0259	28.0285	28.0823	14.13941	19.01574	18.01624	6.00173	11.10525	12.461021	11.11086	12.08249	21.04142	21.01901
"Dsg3"	1.00062	0	1.00033	0	0	0	6.00697	0	0	34.0117	0	0	0	6
"Dsg4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dsn1"	33.999977355	59.999938	48.00002	21.99996	34.0000376	26.945131	27.9999717586	24.70801	30	37.9999974	22.00004	21.999976043	31.00002	48.00004
"Dsp"	4	12	16.00001	12	4	2	143.9995	3	5	572	5.000004076	10	17.99998	24.9824
"Dspp"	0	0	0	4	0	1	1	1	3	0	2	0	0	0
"Dst"	9595.0206	17364.1663137573	9570.38898	4493.50555	9526.734424743	9314.02202411742	7886.983338255	9361.6624	3174.81837	6972.05116	7559.83379845913	9588.66205	10181.7791148252	9494.51851
"Dstn"	466	998	886	793	501	538	417	1509	807	457	490	525	592	803
"Dstyk"	318.41	619.93317	328.452	204.781	314.77453	340.196000244413	273.10448	396.96779	248.86619	270.148	265.385000260289	291.902	364.63283319	349.34
"Dtd1"	166.69	237.534	162.523	193.778	160.44	154.189	102.098	191.694	175.025	162.523	120.344	120.851	142	133.352
"Dtd2"	118	235.9996	100	102	92	121	89	128	90	106	81	108	89	97
"Dthd1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dtl"	2.00963	4.85056	4.01884	10.2021	6.06837	3.97046	0	4.08806	37.6508	4.00025	2.97218	1.98521	4.0447	1.00236
"Dtna"	2175.95721	2624.50115	1915.79037	1238.42173	1269.80559	1743.62098	1462.75305003254	1590.43503	1112.40073	1794.02407	1506.49098	1619.67619	1543.66044	1803.38558
"Dtnb"	34.3165	60.781119	42.19728	68.96684	33.21293	39.43216	27.907170034372	30.88835	61.790894	33.24507	35.60547	51.59	45.16303703422	29.47092
"Dtnbp1"	343.82446	926.0143	433.93773	597.9609	456.92677	422.1336	392.931	468.0715	553.02884	283.4249	411.1969	464.76591	410.70281	372.7001
"Dtwd1"	56	95.99996203	77	44	52	66	46.99995763	60	52	87.000025	49	53	46	68.0000000222569
"Dtwd2"	48.3289	55.6504	53.3818	61.1337	25.3869	25.7536	27.0197	37.709772	30.1646	34.36948	30.12242	29.035	38.1959	47.762535
"Dtx1"	1.21871	9	3.96516	3.59032	1.7487	3.59032	0	8.21347	3.59032	1.14615	2.665	3.65613	4.87022	9.74968
"Dtx2"	99.2419	155.01861	78.8821	129.140430823	96.84601	76.247	83.49512867	97.3176	114.0732	87.075	72.46961321	64.7134	115.977	102.5903999
"Dtx3"	477.8811219323	903.7885	569.85145	670.934000010315	404.00015	493.2491	381.84649	563.42307	657.76607	444.7361	382.72171	377.99964	525.9994	414
"Dtx3l"	148.47	352.393	203.96	163.743	194.97489	171.47838	110.94367	190.5147	140.897	137.992	160.081	141.699	167.59204	144.57117
"Dtx4"	90	131	92	113	100	89	71	96	65	69	77	53	115	79
"Dtymk"	177.3762	283.4903	192.5049	175.9829	137.07251	149.8633	129.6066	190.9112	239.2438	159.9422	108.5002	135.3678	148.8289	161.8757
"Duox1"	19	23	21.8312	18.8339	32	9	8	12.4847	25	17.9342	13	16	25	10
"Duox2"	2	11	5.16877	4.10425	0	2	1	14.5153	1	1.38159	2	3.88889	3	3
"Duoxa1"	4.01167	13.08771	11	14.3374	8	2.692777	8	12	16.69589	7.999994	3	3	10.15148	2.73525
"Duoxa2"	0	1	1	2	0	1	0	0	0	0	0	0	0	0
"Dupd1"	465	415	358	723	379.00033	209	293	107	336	342	267	121	381	271
"Dus1l"	433.3453	625.9936	398.45092	435.67212	308.32560352735	358.894295	331.2409	342.64	420.6984	291.90731	300.314	327.8705	333.1644677413	393.248
"Dus2"	127.09	232.7	162.899	167.176	99.6695	131.328	115.167	78.617	156.301	135.938	99.2958	107.091	124.452	132.646
"Dus3l"	201.154	359.888	204.684	229.958	238.411	178.105	179.449	171.343	199.663	187.318	133.918	156.112	198.725	173.406
"Dus4l"	72	111	71	55	49	64	44	64	73	71	40	51.716	50	58
"Dusp1"	575.665	1410.356	1050.378	574.326	747.372	777.053	643.814	963.147	693.929	320.835	614.96	644.431	601.204	1270.933
"Dusp10"	369	610	653	493	727.00007	346	374	436	585	211	319	166	273	412
"Dusp11"	855.465	1505.72	891.937	442.934	658.324	760.397	727.018	941.265	587.287	755.322	632.21	715.911	778.887	810.018
"Dusp12"	33.34788	55.0305	12.441727459	18.22643	20.78828	32.5608	28.18497	23.7682241931	49.5479	18.1178	34.5264	15.96742833	10.7759	31.207
"Dusp13"	1310.69133	2819.5373	1703.34611	1769.8941	1323.8825	1388.5142	1474.72436	1792.4118	1372.9877815463	1469.0785	1126.53646	1227.4646	1465.75579	1845.15469
"Dusp14"	97.99999	230.00045	94.99997	84.0000307	69	88.00004	75	101.99997	132.0000229398	154.000300771776	77	83.00004	89.999989255	89.99996
"Dusp15"	21.99997	34.60932	42.76278	42.47045	4.88683	73.21328	16.09061	116.58115	25.48306	31.00005	38.54173	59.51166	25.28629	24.768
"Dusp16"	408.4654	718.25886682	383.0249	281	309.7756	326.00025	336.74161	306.000095	278.0003	321.2694	258.99965	392.00006	351.9997	523.54067
"Dusp18"	198.05175669	617.0105	265.324	135.946	452.0279	408.37322	204.293	238.0785	278.165	177.2088	236.10198	610.12	431.7957	211.0876
"Dusp19"	49.578	100.518	86.7433	19.7917	36.4672	40.93	34.7594	32.7452	76.694	40.2215	17.5494	24.4734	58.6961	48.9578
"Dusp2"	7	5	9	16	6	3	4	9	11.7974	5.0024	6	9	3	4
"Dusp21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dusp22"	348.07554	1001.49188	533.56468	387.21	642.22976	497.37157	430.82985	537.89198	646.26961	300.45381	406.39127	330.36062	481.828	557.43675
"Dusp23"	371.944	720.852	412.929	616.936	372	324	353	411	567	324.899	327	285.874	320	363.939
"Dusp26"	678.443	1824.242	880.27	635.096	859.907	721.3394	832.19	1218.152	1355.731	389.0888	528.783	574.81	455.0852	1339.551
"Dusp27"	1294	1908.002	1127	1369	971	1076	832	782	875	1060	1016	1015	908	1572.002
"Dusp28"	290	503	322	310	291	213	238	321	299	208	215	235	240	298
"Dusp3"	1769.9185	3103.29503	2083.946142	2656.83004	1977.7993538642	1408.2731	1425.94487	1658.5847424	1356.90436	1330.70027	1652.1123	1304.42371	2241.9153	1624.498902074
"Dusp4"	21	50	23	24	51	21	24	40	12	20	17	17	32	27
"Dusp5"	7	2	2	10	8	5	3	2	12	10	4	10	4	11
"Dusp6"	149.932	249.182	213.994	132.213	122.672	200.6878082	143.9864	204.2757	159.473	145.843	181.738	96.6836	160.836	129.487
"Dusp7"	355.82988	809.1001	409.407	144.53907	220.1126	367.3204	372.91599	406.19022	266.146	242.19786	243.9795	184.94596	181.238	418.1359
"Dusp8"	399.9998	645.0002	340.0005	374	454.00014	288	326.99965	280.9998	322	234	266.0004	268.028	318.0001	458.2597
"Dusp9"	0	3.0568	3	12.0598	0	0	1.00636	2.03805	2.02078	1.01281	0	0	9.04434	1.35662
"Dut"	57.99997	116	101	82	69	55	58	66	137	53	55	32.99999	43	70
"Duxbl1"	3.02177	14	5.59924	8	1.97125	3.375093	1.610236	10.41602	8.30409	3.45411	0	3.376313	1	1
"Duxbl2"	0	0	2.64048	0	0.02875	0.812453	0.389766	0	1.10588	0.772945	3.727498	0.333333	0	0.5
"Duxbl3"	0	0	2.00000881582	0	0	0.812453	0	1.30308	1.10588	0.772945	0.5334438113	0.333333	0	0.5
"Duxf3"	0	0	1	1.25251	0	0	0	0	0	0	0	0	0	0
